Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Canada,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Central African Republic,3300 ,2200 , 4600,4500 ,3200 , 6300,5800 ,4200 , 8000,7100 ,5300 , 9500,8400 ,6400 , 11 000,9800 ,7500 , 13 000,11 000 ,8500 , 15 000,12 000 ,9700 , 16 000,14 000 ,11 000 , 17 000,15 000 ,12 000 , 18 000,16 000 ,13 000 , 19 000,16 000 ,13 000 , 20 000,17 000 ,14 000 , 21 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 21 000,17 000 ,14 000 , 21 000,17 000 ,14 000 , 20 000,17 000 ,13 000 , 20 000,16 000 ,13 000 , 19 000,16 000 ,13 000 , 18 000,15 000 ,12 000 , 18 000,14 000 ,12 000 , 17 000,14 000 ,11 000 , 16 000,13 000 ,10 000 , 16 000,12 000 ,9400 , 15 000,11 000 ,8800 , 14 000,11 000 ,8200 , 14 000
Chad,3000 ,1700 , 5100,3900 ,2200 , 6400,4900 ,2900 , 7900,5900 ,3800 , 9300,7000 ,4500 , 11 000,8200 ,5400 , 12 000,9400 ,6200 , 14 000,11 000 ,7200 , 15 000,12 000 ,8100 , 16 000,13 000 ,8900 , 18 000,14 000 ,9800 , 19 000,15 000 ,11 000 , 20 000,16 000 ,11 000 , 21 000,16 000 ,12 000 , 22 000,17 000 ,12 000 , 23 000,18 000 ,13 000 , 23 000,18 000 ,13 000 , 24 000,18 000 ,14 000 , 24 000,18 000 ,14 000 , 24 000,18 000 ,14 000 , 24 000,18 000 ,14 000 , 24 000,18 000 ,13 000 , 23 000,18 000 ,13 000 , 23 000,18 000 ,13 000 , 23 000,17 000 ,12 000 , 22 000,17 000 ,12 000 , 22 000,17 000 ,12 000 , 22 000,16 000 ,11 000 , 21 000,16 000 ,11 000 , 21 000
Chile,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
China,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Colombia,<1000 ,<200 , 2800,<1000 ,<500 , 3000,1300 ,<500 , 3400,1700 ,<1000 , 4000,2200 ,<1000 , 4500,2700 ,1000 , 5200,3200 ,1400 , 5600,3700 ,1800 , 6100,4200 ,2200 , 6600,4700 ,2700 , 7000,5000 ,3100 , 7300,5400 ,3500 , 7200,5600 ,3900 , 7400,5800 ,4200 , 7400,5900 ,4300 , 7200,5900 ,4500 , 7000,5900 ,4700 , 6900,5800 ,4800 , 6800,5600 ,4700 , 6600,5500 ,4600 , 6400,5200 ,4500 , 6100,5000 ,4200 , 5800,4800 ,4000 , 5500,4500 ,3800 , 5300,4200 ,3600 , 5000,4000 ,3400 , 4800,3900 ,3200 , 4600,3700 ,3000 , 4500,3600 ,2900 , 4300
Comoros,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Congo,2100 ,1500 , 3100,2700 ,2000 , 3800,3300 ,2500 , 4500,3900 ,3000 , 5200,4500 ,3500 , 6000,5100 ,4000 , 6600,5600 ,4400 , 7200,6100 ,4800 , 7800,6600 ,5200 , 8300,7100 ,5600 , 8800,7500 ,5900 , 9200,7800 ,6200 , 9600,8000 ,6400 , 9900,8200 ,6600 , 10 000,8300 ,6700 , 10 000,8300 ,6700 , 10 000,8300 ,6700 , 10 000,8300 ,6700 , 9900,8200 ,6600 , 9800,8200 ,6700 , 9700,8200 ,6700 , 9800,8100 ,6500 , 9700,8100 ,6400 , 9700,8000 ,6400 , 9700,8000 ,6300 , 9700,7900 ,6200 , 9800,7900 ,6100 , 9900,7900 ,6000 , 9900,7700 ,5800 , 10 000
Costa Rica,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Croatia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Cuba,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Cyprus,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Czechia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Côte d'Ivoire,15 000 ,11 000 , 21 000,20 000 ,14 000 , 26 000,24 000 ,18 000 , 33 000,29 000 ,21 000 , 39 000,34 000 ,25 000 , 45 000,38 000 ,28 000 , 51 000,43 000 ,31 000 , 57 000,47 000 ,34 000 , 63 000,50 000 ,37 000 , 68 000,53 000 ,39 000 , 72 000,56 000 ,41 000 , 75 000,57 000 ,42 000 , 77 000,59 000 ,43 000 , 79 000,59 000 ,43 000 , 79 000,59 000 ,43 000 , 79 000,58 000 ,43 000 , 79 000,58 000 ,42 000 , 77 000,56 000 ,41 000 , 75 000,53 000 ,39 000 , 71 000,50 000 ,37 000 , 68 000,48 000 ,35 000 , 64 000,46 000 ,33 000 , 62 000,44 000 ,32 000 , 59 000,42 000 ,31 000 , 56 000,40 000 ,29 000 , 54 000,38 000 ,28 000 , 51 000,36 000 ,26 000 , 48 000,33 000 ,24 000 , 45 000,31 000 ,23 000 , 41 000
Democratic People's Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Democratic Republic of the Congo,32 000 ,26 000 , 41 000,38 000 ,31 000 , 47 000,44 000 ,37 000 , 54 000,50 000 ,42 000 , 61 000,56 000 ,48 000 , 67 000,62 000 ,53 000 , 73 000,67 000 ,57 000 , 78 000,71 000 ,62 000 , 83 000,75 000 ,65 000 , 87 000,79 000 ,68 000 , 91 000,81 000 ,70 000 , 94 000,84 000 ,71 000 , 97 000,86 000 ,72 000 , 99 000,87 000 ,74 000 , 100 000,87 000 ,74 000 , 100 000,88 000 ,73 000 , 100 000,87 000 ,73 000 , 100 000,87 000 ,72 000 , 100 000,86 000 ,71 000 , 99 000,84 000 ,69 000 , 98 000,83 000 ,67 000 , 97 000,81 000 ,65 000 , 95 000,79 000 ,63 000 , 93 000,76 000 ,61 000 , 91 000,73 000 ,58 000 , 88 000,70 000 ,55 000 , 84 000,68 000 ,53 000 , 81 000,66 000 ,51 000 , 78 000,64 000 ,50 000 , 76 000
Denmark,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Djibouti,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1200 ,<1000 , 1600,1200 ,<1000 , 1600,1300 ,<1000 , 1600,1300 ,<1000 , 1600,1300 ,1000 , 1600,1300 ,1000 , 1500,1200 ,1000 , 1500,1200 ,<1000 , 1400,1100 ,<1000 , 1400,1100 ,<1000 , 1400,1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000
Dominica,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Dominican Republic,<1000 ,<1000 , 1100,1000 ,<1000 , 1400,1300 ,<1000 , 1800,1600 ,1100 , 2200,1800 ,1200 , 2600,2100 ,1400 , 3000,2400 ,1600 , 3300,2600 ,1800 , 3700,2800 ,2000 , 4000,3000 ,2100 , 4300,3200 ,2200 , 4400,3300 ,2300 , 4600,3400 ,2400 , 4600,3400 ,2400 , 4700,3400 ,2400 , 4700,3300 ,2400 , 4600,3100 ,2300 , 4400,3000 ,2200 , 4200,2800 ,2100 , 4000,2700 ,2000 , 3800,2600 ,1900 , 3600,2400 ,1800 , 3400,2300 ,1800 , 3200,2200 ,1600 , 3000,2000 ,1500 , 2700,1800 ,1400 , 2500,1700 ,1300 , 2300,1600 ,1200 , 2100,1400 ,1000 , 1900
Ecuador,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1200
Egypt,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
El Salvador,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Equatorial Guinea,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1200,<1000 ,<1000 , 1400,1100 ,<1000 , 1700,1300 ,<1000 , 1900,1500 ,1100 , 2200,1700 ,1300 , 2500,2000 ,1500 , 2700,2200 ,1700 , 3000,2400 ,1800 , 3200,2600 ,2000 , 3500,2900 ,2200 , 3800,3200 ,2500 , 4100,3400 ,2800 , 4400,3700 ,3000 , 4700,4000 ,3200 , 4900,4300 ,3400 , 5300,4500 ,3600 , 5500,4600 ,3700 , 5700,4900 ,3800 , 6100,5000 ,3800 , 6400,5100 ,3800 , 6700,5300 ,3800 , 7100
Eritrea,<500 ,<200 , 1000,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<500 , 1600,1100 ,<1000 , 1700,1200 ,<1000 , 1800,1300 ,<1000 , 2000,1400 ,<1000 , 2000,1500 ,<1000 , 2200,1600 ,1100 , 2300,1600 ,1200 , 2300,1700 ,1300 , 2400,1800 ,1300 , 2500,1900 ,1400 , 2500,1900 ,1400 , 2500,1900 ,1400 , 2500,1900 ,1400 , 2500,1900 ,1400 , 2500,1800 ,1300 , 2400,1800 ,1300 , 2400,1800 ,1300 , 2400,1700 ,1300 , 2400,1700 ,1200 , 2300,1600 ,1100 , 2300,1500 ,1100 , 2200,1500 ,1000 , 2200,1400 ,<1000 , 2100,1400 ,<1000 , 2000,1300 ,<1000 , 2000
Estonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Eswatini,<200 ,<200 , <200,<500 ,<500 , <500,<1000 ,<1000 , <1000,1200 ,<1000 , 1400,1800 ,1500 , 2200,2600 ,2200 , 3000,3400 ,2900 , 3900,4300 ,3600 , 4900,5200 ,4500 , 5900,6100 ,5400 , 6900,7100 ,6300 , 7900,8000 ,7200 , 8900,9000 ,7900 , 9900,9900 ,8800 , 11 000,11 000 ,9500 , 12 000,11 000 ,10 000 , 13 000,12 000 ,11 000 , 13 000,12 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,12 000 ,11 000 , 14 000,12 000 ,10 000 , 14 000,12 000 ,9800 , 13 000,11 000 ,9400 , 13 000
Ethiopia,17 000 ,11 000 , 25 000,22 000 ,14 000 , 34 000,28 000 ,18 000 , 43 000,35 000 ,22 000 , 52 000,41 000 ,26 000 , 62 000,47 000 ,30 000 , 71 000,53 000 ,34 000 , 80 000,58 000 ,38 000 , 88 000,63 000 ,41 000 , 96 000,67 000 ,43 000 , 100 000,70 000 ,45 000 , 110 000,73 000 ,47 000 , 110 000,74 000 ,48 000 , 110 000,75 000 ,48 000 , 110 000,74 000 ,48 000 , 110 000,73 000 ,47 000 , 110 000,71 000 ,46 000 , 110 000,68 000 ,44 000 , 100 000,64 000 ,41 000 , 97 000,61 000 ,39 000 , 92 000,58 000 ,37 000 , 87 000,54 000 ,35 000 , 83 000,51 000 ,33 000 , 77 000,48 000 ,31 000 , 72 000,45 000 ,29 000 , 68 000,42 000 ,27 000 , 64 000,40 000 ,26 000 , 61 000,38 000 ,25 000 , 58 000,36 000 ,23 000 , 55 000
Fiji,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Finland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
France,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Gabon,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1200,<1000 ,<1000 , 1500,1200 ,<1000 , 1800,1400 ,<1000 , 2100,1700 ,1200 , 2400,1900 ,1300 , 2700,2100 ,1500 , 2900,2300 ,1700 , 3200,2500 ,1800 , 3400,2700 ,2000 , 3600,2900 ,2100 , 3800,3000 ,2300 , 4000,3200 ,2400 , 4200,3300 ,2500 , 4200,3300 ,2500 , 4300,3400 ,2600 , 4400,3400 ,2600 , 4400,3500 ,2600 , 4500,3500 ,2600 , 4400,3400 ,2600 , 4400,3400 ,2500 , 4300,3400 ,2500 , 4300,3300 ,2400 , 4300,3300 ,2400 , 4400,3200 ,2300 , 4400
Gambia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1200,1000 ,<1000 , 1300,1100 ,<1000 , 1400,1200 ,<1000 , 1500,1300 ,<1000 , 1700,1400 ,1000 , 1800,1500 ,1100 , 1900,1500 ,1100 , 2000,1600 ,1200 , 2000,1600 ,1200 , 2100,1600 ,1200 , 2100,1700 ,1300 , 2200,1800 ,1400 , 2300,1800 ,1400 , 2300,1800 ,1400 , 2400,1800 ,1400 , 2400,1900 ,1400 , 2500
Georgia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Germany,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200
Ghana,6600 ,4500 , 8800,8400 ,6100 , 11 000,11 000 ,7900 , 14 000,13 000 ,10 000 , 16 000,15 000 ,12 000 , 19 000,18 000 ,14 000 , 22 000,20 000 ,17 000 , 25 000,23 000 ,19 000 , 28 000,25 000 ,21 000 , 30 000,28 000 ,24 000 , 32 000,30 000 ,25 000 , 35 000,32 000 ,27 000 , 37 000,33 000 ,29 000 , 38 000,34 000 ,30 000 , 39 000,36 000 ,31 000 , 41 000,36 000 ,31 000 , 42 000,37 000 ,32 000 , 42 000,37 000 ,32 000 , 42 000,36 000 ,31 000 , 42 000,36 000 ,30 000 , 42 000,36 000 ,29 000 , 41 000,35 000 ,29 000 , 41 000,34 000 ,28 000 , 40 000,34 000 ,27 000 , 40 000,33 000 ,27 000 , 40 000,33 000 ,26 000 , 39 000,32 000 ,25 000 , 39 000,31 000 ,24 000 , 38 000,30 000 ,23 000 , 37 000
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Grenada,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Guatemala,<1000 ,<1000 , <1000,1100 ,1000 , 1200,1400 ,1300 , 1400,1600 ,1500 , 1700,1900 ,1800 , 2000,2200 ,2100 , 2400,2500 ,2400 , 2600,2800 ,2600 , 2900,3000 ,2800 , 3200,3200 ,3000 , 3400,3400 ,3200 , 3600,3600 ,3400 , 3800,3700 ,3500 , 3900,3800 ,3600 , 4000,3800 ,3600 , 4000,3800 ,3600 , 4000,3700 ,3500 , 3900,3600 ,3400 , 3800,3500 ,3300 , 3700,3300 ,3100 , 3500,3200 ,3000 , 3400,3000 ,2800 , 3200,2900 ,2600 , 3000,2700 ,2500 , 2900,2500 ,2300 , 2700,2400 ,2200 , 2600,2300 ,2100 , 2400,2100 ,1900 , 2300,2000 ,1800 , 2200
