Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Malawi,190 000 ,160 000 , 230 000,230 000 ,200 000 , 270 000,270 000 ,240 000 , 300 000,300 000 ,270 000 , 330 000,320 000 ,290 000 , 350 000,340 000 ,320 000 , 370 000,370 000 ,340 000 , 390 000,390 000 ,360 000 , 410 000,400 000 ,370 000 , 430 000,410 000 ,380 000 , 440 000,420 000 ,380 000 , 450 000,420 000 ,380 000 , 450 000,420 000 ,370 000 , 460 000,420 000 ,370 000 , 460 000,420 000 ,360 000 , 460 000,420 000 ,360 000 , 460 000,420 000 ,360 000 , 460 000,420 000 ,360 000 , 470 000,430 000 ,380 000 , 480 000,440 000 ,390 000 , 490 000,450 000 ,400 000 , 500 000,470 000 ,420 000 , 520 000,480 000 ,430 000 , 530 000,500 000 ,450 000 , 550 000,520 000 ,460 000 , 560 000,540 000 ,480 000 , 580 000,550 000 ,500 000 , 600 000,570 000 ,510 000 , 610 000,580 000 ,520 000 , 620 000
Malaysia,<1000 ,<1000 , <1000,1700 ,1500 , 1900,2900 ,2600 , 3200,4100 ,3600 , 4400,5100 ,4600 , 5600,6100 ,5500 , 6700,7100 ,6300 , 7900,8100 ,7200 , 9100,9200 ,8100 , 10 000,10 000 ,9000 , 12 000,11 000 ,9800 , 13 000,12 000 ,11 000 , 14 000,13 000 ,11 000 , 15 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 18 000,16 000 ,14 000 , 19 000,16 000 ,14 000 , 19 000,17 000 ,15 000 , 19 000,17 000 ,15 000 , 19 000,17 000 ,15 000 , 19 000,17 000 ,15 000 , 19 000,17 000 ,15 000 , 19 000,16 000 ,14 000 , 19 000,16 000 ,14 000 , 18 000,15 000 ,13 000 , 18 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mali,22 000 ,9900 , 40 000,27 000 ,14 000 , 46 000,33 000 ,19 000 , 52 000,38 000 ,24 000 , 57 000,43 000 ,30 000 , 61 000,48 000 ,35 000 , 63 000,51 000 ,39 000 , 64 000,53 000 ,43 000 , 65 000,55 000 ,45 000 , 67 000,56 000 ,47 000 , 68 000,57 000 ,48 000 , 68 000,57 000 ,48 000 , 69 000,57 000 ,48 000 , 69 000,57 000 ,47 000 , 69 000,57 000 ,46 000 , 69 000,57 000 ,46 000 , 69 000,57 000 ,45 000 , 68 000,58 000 ,45 000 , 68 000,59 000 ,46 000 , 70 000,61 000 ,48 000 , 73 000,63 000 ,50 000 , 75 000,65 000 ,51 000 , 78 000,67 000 ,52 000 , 81 000,70 000 ,55 000 , 85 000,72 000 ,57 000 , 88 000,75 000 ,59 000 , 92 000,78 000 ,62 000 , 97 000,81 000 ,65 000 , 100 000,85 000 ,68 000 , 110 000
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1200,1200 ,<1000 , 1400,1400 ,1100 , 1600,1500 ,1300 , 1800,1700 ,1400 , 2000,1900 ,1600 , 2200,2000 ,1700 , 2300,2100 ,1800 , 2400,2100 ,1800 , 2500,2100 ,1900 , 2500,2200 ,1900 , 2500,2200 ,1900 , 2500,2200 ,1900 , 2500,2200 ,1900 , 2500,2200 ,1900 , 2500,2200 ,1900 , 2600,2200 ,1800 , 2600,2100 ,1800 , 2600,2100 ,1800 , 2500,2100 ,1800 , 2500,2100 ,1700 , 2500,2000 ,1700 , 2500
Mauritius,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <1000,<500 ,<200 , 1100,<1000 ,<500 , 1400,<1000 ,<500 , 1800,1200 ,<1000 , 2100,1500 ,<1000 , 2300,1900 ,1100 , 2600,2200 ,1500 , 2900,2400 ,1800 , 3200,2600 ,2000 , 3400,2800 ,2300 , 3500,3000 ,2500 , 3600,3100 ,2700 , 3600,3200 ,2800 , 3600,3300 ,3000 , 3700,3400 ,3000 , 3800,3400 ,3100 , 3900,3500 ,3100 , 4000,3600 ,3100 , 4100,3600 ,3100 , 4200,3700 ,3100 , 4400,3800 ,3100 , 4500
Mexico,5500 ,1900 , 14 000,6700 ,2800 , 17 000,7900 ,3700 , 18 000,9200 ,4500 , 19 000,11 000 ,5500 , 21 000,12 000 ,6500 , 22 000,14 000 ,7900 , 23 000,15 000 ,9800 , 23 000,16 000 ,11 000 , 25 000,17 000 ,12 000 , 25 000,18 000 ,13 000 , 26 000,19 000 ,15 000 , 27 000,20 000 ,16 000 , 27 000,22 000 ,18 000 , 28 000,22 000 ,19 000 , 30 000,23 000 ,19 000 , 31 000,24 000 ,21 000 , 31 000,25 000 ,22 000 , 32 000,26 000 ,23 000 , 32 000,27 000 ,23 000 , 33 000,28 000 ,24 000 , 33 000,29 000 ,25 000 , 34 000,30 000 ,26 000 , 35 000,31 000 ,27 000 , 35 000,32 000 ,28 000 , 37 000,33 000 ,29 000 , 38 000,35 000 ,30 000 , 40 000,36 000 ,31 000 , 41 000,37 000 ,32 000 , 42 000
Mongolia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Montenegro,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Morocco,<1000 ,<500 , 2100,<1000 ,<1000 , 2200,1200 ,<1000 , 2400,1400 ,<1000 , 2600,1700 ,1100 , 2800,2000 ,1400 , 3000,2300 ,1600 , 3300,2600 ,1900 , 3600,2900 ,2200 , 3900,3200 ,2500 , 4300,3500 ,2800 , 4700,3800 ,3000 , 5000,4100 ,3300 , 5500,4400 ,3500 , 5800,4800 ,3800 , 6200,5100 ,4000 , 6600,5400 ,4300 , 7000,5700 ,4600 , 7300,6000 ,4800 , 7700,6300 ,5100 , 8100,6500 ,5300 , 8500,6800 ,5500 , 8900,7000 ,5600 , 9200,7300 ,5800 , 9400,7500 ,6100 , 9800,7800 ,6300 , 10 000,8000 ,6500 , 11 000,8300 ,6700 , 11 000,8500 ,6900 , 11 000
Mozambique,45 000 ,36 000 , 55 000,64 000 ,52 000 , 78 000,89 000 ,72 000 , 110 000,120 000 ,98 000 , 150 000,160 000 ,130 000 , 190 000,200 000 ,160 000 , 250 000,250 000 ,200 000 , 300 000,300 000 ,240 000 , 370 000,360 000 ,290 000 , 430 000,410 000 ,330 000 , 500 000,470 000 ,380 000 , 570 000,520 000 ,420 000 , 630 000,570 000 ,460 000 , 690 000,610 000 ,490 000 , 740 000,650 000 ,530 000 , 790 000,690 000 ,560 000 , 830 000,720 000 ,580 000 , 880 000,760 000 ,610 000 , 920 000,800 000 ,640 000 , 970 000,840 000 ,680 000 , 1 000 000,880 000 ,710 000 , 1 100 000,920 000 ,750 000 , 1 100 000,970 000 ,780 000 , 1 200 000,1 000 000 ,820 000 , 1 200 000,1 100 000 ,850 000 , 1 300 000,1 100 000 ,890 000 , 1 300 000,1 100 000 ,930 000 , 1 400 000,1 200 000 ,970 000 , 1 500 000,1 200 000 ,1 000 000 , 1 500 000
Myanmar,1000 ,<1000 , 1200,2500 ,2100 , 3000,4800 ,4000 , 5700,7100 ,5900 , 8100,9600 ,8200 , 11 000,13 000 ,11 000 , 14 000,16 000 ,13 000 , 18 000,19 000 ,17 000 , 22 000,24 000 ,21 000 , 27 000,29 000 ,25 000 , 33 000,34 000 ,30 000 , 39 000,40 000 ,35 000 , 45 000,45 000 ,40 000 , 52 000,51 000 ,45 000 , 58 000,56 000 ,49 000 , 64 000,60 000 ,53 000 , 69 000,64 000 ,56 000 , 74 000,68 000 ,59 000 , 78 000,71 000 ,62 000 , 82 000,73 000 ,65 000 , 84 000,76 000 ,66 000 , 87 000,78 000 ,68 000 , 90 000,80 000 ,70 000 , 92 000,81 000 ,72 000 , 94 000,83 000 ,74 000 , 95 000,84 000 ,75 000 , 96 000,85 000 ,77 000 , 97 000,86 000 ,78 000 , 97 000,87 000 ,78 000 , 98 000
Namibia,7100 ,5900 , 8900,11 000 ,9100 , 13 000,16 000 ,14 000 , 18 000,22 000 ,20 000 , 25 000,30 000 ,27 000 , 34 000,39 000 ,36 000 , 45 000,49 000 ,45 000 , 55 000,59 000 ,54 000 , 65 000,67 000 ,61 000 , 73 000,73 000 ,67 000 , 80 000,79 000 ,73 000 , 85 000,82 000 ,76 000 , 88 000,84 000 ,78 000 , 90 000,85 000 ,78 000 , 91 000,85 000 ,78 000 , 91 000,86 000 ,79 000 , 92 000,88 000 ,80 000 , 94 000,90 000 ,82 000 , 96 000,92 000 ,84 000 , 98 000,94 000 ,85 000 , 100 000,96 000 ,87 000 , 100 000,98 000 ,90 000 , 100 000,100 000 ,93 000 , 110 000,100 000 ,95 000 , 110 000,110 000 ,98 000 , 110 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,110 000 , 120 000
Nepal,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,1500 ,1400 , 1700,2400 ,2100 , 2600,3300 ,2900 , 3700,4200 ,3800 , 4700,5100 ,4500 , 5600,5900 ,5300 , 6600,6800 ,6100 , 7600,7500 ,6700 , 8500,8200 ,7200 , 9300,8700 ,7800 , 10 000,9300 ,8300 , 11 000,9800 ,8700 , 11 000,10 000 ,9000 , 12 000,11 000 ,9300 , 12 000,11 000 ,9500 , 12 000,11 000 ,9700 , 13 000,11 000 ,9900 , 13 000,11 000 ,10 000 , 13 000,11 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000
Netherlands,1200 ,1200 , 1400,1300 ,1100 , 1400,1300 ,1100 , 1400,1300 ,1100 , 1400,1300 ,1100 , 1400,1300 ,1100 , 1500,1400 ,1200 , 1500,1500 ,1300 , 1700,1600 ,1500 , 1800,1800 ,1600 , 1900,1900 ,1800 , 2100,2100 ,1900 , 2300,2200 ,2100 , 2400,2400 ,2200 , 2600,2500 ,2400 , 2700,2700 ,2500 , 2900,2800 ,2600 , 3000,2900 ,2800 , 3200,3100 ,2900 , 3300,3300 ,3100 , 3500,3400 ,3200 , 3600,3500 ,3300 , 3700,3600 ,3500 , 3900,3700 ,3600 , 4000,3800 ,3700 , 4100,3900 ,3700 , 4100,4000 ,3800 , 4200,4000 ,3800 , 4200,... ,... , ...
New Zealand,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
Nicaragua,<200 ,<100 , 1200,<200 ,<100 , 1300,<200 ,<100 , 1400,<500 ,<100 , 1400,<500 ,<200 , 1600,<500 ,<200 , 1600,<500 ,<200 , 1700,<1000 ,<500 , 1700,<1000 ,<500 , 1700,<1000 ,<500 , 1600,1000 ,<1000 , 1600,1200 ,<1000 , 1800,1400 ,<1000 , 1900,1500 ,1100 , 2100,1600 ,1300 , 2200,1800 ,1400 , 2400,1900 ,1500 , 2600,2100 ,1700 , 2700,2200 ,1800 , 2900,2400 ,1900 , 3100,2500 ,2000 , 3200,2600 ,2100 , 3300,2700 ,2200 , 3500,2700 ,2200 , 3600,2800 ,2300 , 3700,2900 ,2300 , 3800,2900 ,2400 , 3800,3000 ,2400 , 3900,3000 ,2500 , 3900
Niger,3300 ,2300 , 4700,4400 ,3200 , 5900,5600 ,4200 , 7400,7000 ,5400 , 9100,8400 ,6600 , 11 000,9900 ,7900 , 12 000,11 000 ,9200 , 14 000,13 000 ,10 000 , 15 000,14 000 ,12 000 , 17 000,15 000 ,13 000 , 18 000,16 000 ,13 000 , 18 000,16 000 ,14 000 , 19 000,16 000 ,14 000 , 19 000,17 000 ,14 000 , 19 000,16 000 ,14 000 , 19 000,16 000 ,14 000 , 19 000,16 000 ,14 000 , 18 000,16 000 ,13 000 , 18 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 18 000,16 000 ,13 000 , 18 000,16 000 ,14 000 , 18 000,16 000 ,14 000 , 19 000,17 000 ,14 000 , 19 000,17 000 ,14 000 , 20 000,17 000 ,14 000 , 20 000,17 000 ,15 000 , 21 000
Nigeria,140 000 ,110 000 , 190 000,180 000 ,140 000 , 240 000,230 000 ,170 000 , 300 000,280 000 ,210 000 , 370 000,330 000 ,240 000 , 430 000,370 000 ,280 000 , 500 000,420 000 ,320 000 , 560 000,460 000 ,350 000 , 610 000,500 000 ,380 000 , 670 000,540 000 ,400 000 , 710 000,570 000 ,430 000 , 750 000,590 000 ,440 000 , 780 000,610 000 ,460 000 , 800 000,620 000 ,470 000 , 820 000,630 000 ,480 000 , 840 000,650 000 ,490 000 , 860 000,660 000 ,500 000 , 870 000,680 000 ,510 000 , 900 000,700 000 ,520 000 , 920 000,720 000 ,540 000 , 950 000,740 000 ,560 000 , 980 000,770 000 ,570 000 , 1 000 000,790 000 ,590 000 , 1 000 000,820 000 ,620 000 , 1 100 000,850 000 ,640 000 , 1 100 000,890 000 ,670 000 , 1 200 000,920 000 ,690 000 , 1 200 000,960 000 ,720 000 , 1 300 000,1 000 000 ,750 000 , 1 300 000
North Macedonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Norway,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1100,1100 ,<1000 , 1200,1200 ,1000 , 1300,1200 ,1100 , 1400,1300 ,1200 , 1400,1400 ,1200 , 1500,1400 ,1300 , 1600,1500 ,1300 , 1600,1500 ,1400 , 1700,1600 ,1400 , 1700,1600 ,1400 , 1800,1600 ,1500 , 1800
Oman,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100
Pakistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<1000 ,<1000 , <1000,3400 ,2800 , 3900,5800 ,4900 , 6700,8800 ,7500 , 10 000,12 000 ,10 000 , 14 000,16 000 ,14 000 , 18 000,19 000 ,17 000 , 22 000,23 000 ,20 000 , 26 000,26 000 ,23 000 , 30 000,30 000 ,26 000 , 34 000,33 000 ,29 000 , 38 000,37 000 ,32 000 , 42 000,40 000 ,35 000 , 46 000,44 000 ,38 000 , 50 000,48 000 ,42 000 , 54 000
Panama,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1200 ,1100 , 1300,1400 ,1300 , 1500,1700 ,1600 , 1800,1900 ,1800 , 2100,2200 ,2000 , 2300,2400 ,2200 , 2600,2600 ,2400 , 2900,2900 ,2600 , 3200,3100 ,2900 , 3500,3400 ,3100 , 3800,3700 ,3300 , 4100,4000 ,3600 , 4400,4300 ,3900 , 4700,4500 ,4100 , 5000,4800 ,4300 , 5300,5100 ,4600 , 5600,5300 ,4800 , 5900,5600 ,5100 , 6100,5900 ,5300 , 6400,6100 ,5600 , 6700,6400 ,5800 , 7100,6700 ,6100 , 7300,6900 ,6300 , 7600,7200 ,6500 , 7900,7400 ,6800 , 8100,7700 ,7000 , 8400,8000 ,7200 , 8700
Papua New Guinea,<500 ,<200 , <1000,<1000 ,<500 , 1200,<1000 ,<1000 , 1900,1500 ,<1000 , 2500,2200 ,1500 , 3500,3100 ,2100 , 4800,4200 ,2900 , 6300,5400 ,3900 , 7700,6800 ,5200 , 9300,8400 ,6700 , 11 000,10 000 ,8600 , 13 000,13 000 ,11 000 , 15 000,15 000 ,13 000 , 18 000,18 000 ,15 000 , 20 000,19 000 ,17 000 , 21 000,20 000 ,18 000 , 22 000,20 000 ,18 000 , 22 000,20 000 ,18 000 , 22 000,19 000 ,17 000 , 22 000,19 000 ,17 000 , 22 000,19 000 ,17 000 , 22 000,20 000 ,18 000 , 22 000,20 000 ,18 000 , 23 000,20 000 ,19 000 , 23 000,21 000 ,19 000 , 23 000,22 000 ,20 000 , 24 000,23 000 ,21 000 , 25 000,24 000 ,21 000 , 26 000,25 000 ,22 000 , 27 000
Paraguay,<500 ,<100 , 1100,<500 ,<200 , 1500,<500 ,<500 , 1900,<1000 ,<500 , 2200,<1000 ,<500 , 2600,1300 ,<500 , 3100,1800 ,<1000 , 3700,2300 ,<1000 , 4400,2900 ,1200 , 5200,3400 ,1600 , 5600,4000 ,2100 , 5800,4400 ,2600 , 6100,4800 ,3100 , 6700,5100 ,3600 , 7000,5200 ,3800 , 7000,5300 ,3900 , 7000,5400 ,4000 , 7200,5500 ,4000 , 7200,5500 ,4100 , 7400,5600 ,4200 , 7600,5700 ,4300 , 8000,5800 ,4300 , 8200,5900 ,4400 , 8300,6000 ,4500 , 8600,6100 ,4600 , 8700,6200 ,4700 , 8800,6300 ,4800 , 8800,6400 ,4800 , 8900,6400 ,4900 , 9000
Peru,6200 ,3000 , 10 000,8200 ,4600 , 12 000,10 000 ,6300 , 15 000,12 000 ,7900 , 17 000,13 000 ,9300 , 19 000,14 000 ,10 000 , 20 000,15 000 ,11 000 , 21 000,15 000 ,11 000 , 21 000,15 000 ,11 000 , 21 000,15 000 ,11 000 , 20 000,14 000 ,11 000 , 20 000,14 000 ,11 000 , 19 000,14 000 ,11 000 , 19 000,13 000 ,10 000 , 18 000,13 000 ,10 000 , 18 000,13 000 ,9900 , 18 000,13 000 ,9800 , 17 000,13 000 ,9800 , 17 000,13 000 ,10 000 , 18 000,14 000 ,10 000 , 18 000,14 000 ,11 000 , 19 000,14 000 ,11 000 , 20 000,15 000 ,12 000 , 21 000,15 000 ,12 000 , 21 000,16 000 ,12 000 , 22 000,17 000 ,13 000 , 23 000,17 000 ,13 000 , 24 000,18 000 ,13 000 , 25 000,18 000 ,13 000 , 25 000
Philippines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1100 ,<1000 , 1200,1300 ,1100 , 1500,1600 ,1400 , 1900,1900 ,1700 , 2300,2300 ,2000 , 2800,2800 ,2400 , 3300,3400 ,2900 , 4000,4000 ,3300 , 4700,4600 ,3900 , 5400
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,1500 ,1300 , 1700,2300 ,2000 , 2500,3200 ,2800 , 3500,4100 ,3700 , 4600,5100 ,4600 , 5600,6000 ,5400 , 6600,6700 ,6000 , 7500,7300 ,6600 , 8200,7800 ,7000 , 8700,8300 ,7400 , 9300,8700 ,7800 , 9800,9000 ,8100 , 10 000,9400 ,8300 , 10 000,9700 ,8600 , 11 000,9900 ,8800 , 11 000,10 000 ,9100 , 11 000,10 000 ,9300 , 12 000,11 000 ,9500 , 12 000,11 000 ,9600 , 12 000,11 000 ,9800 , 12 000,11 000 ,9900 , 13 000,11 000 ,10 000 , 13 000,11 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,1200 ,<1000 , 1500,1700 ,1400 , 2300,2300 ,1900 , 3000,2800 ,2300 , 3600,3200 ,2600 , 4200,3400 ,2800 , 4500,3600 ,2900 , 4700,3800 ,3000 , 4900,3900 ,3200 , 5100,4100 ,3300 , 5400,4400 ,3600 , 5700,4700 ,3800 , 6100,5100 ,4100 , 6600,5400 ,4300 , 7000,5600 ,4500 , 7300,5800 ,4700 , 7600,6000 ,4900 , 7800,6200 ,5000 , 8100,6400 ,5100 , 8300,6500 ,5300 , 8500,6700 ,5400 , 8700,6800 ,5500 , 8800,6900 ,5600 , 9000
