Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Canada,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Central African Republic,28 000 ,20 000 , 39 000,38 000 ,28 000 , 51 000,46 000 ,36 000 , 61 000,54 000 ,42 000 , 70 000,61 000 ,48 000 , 77 000,67 000 ,53 000 , 84 000,71 000 ,57 000 , 88 000,75 000 ,60 000 , 92 000,77 000 ,64 000 , 93 000,79 000 ,66 000 , 94 000,79 000 ,68 000 , 93 000,79 000 ,68 000 , 93 000,79 000 ,67 000 , 92 000,78 000 ,67 000 , 90 000,76 000 ,65 000 , 89 000,75 000 ,63 000 , 87 000,74 000 ,61 000 , 85 000,72 000 ,60 000 , 84 000,71 000 ,59 000 , 83 000,71 000 ,59 000 , 84 000,70 000 ,58 000 , 82 000,68 000 ,57 000 , 81 000,66 000 ,55 000 , 79 000,64 000 ,53 000 , 76 000,61 000 ,51 000 , 73 000,60 000 ,50 000 , 72 000,59 000 ,49 000 , 72 000,59 000 ,49 000 , 72 000,59 000 ,49 000 , 73 000
Chad,13 000 ,7500 , 22 000,17 000 ,10 000 , 27 000,20 000 ,12 000 , 31 000,23 000 ,15 000 , 35 000,26 000 ,17 000 , 38 000,28 000 ,20 000 , 40 000,31 000 ,22 000 , 43 000,33 000 ,24 000 , 45 000,34 000 ,25 000 , 46 000,36 000 ,27 000 , 47 000,37 000 ,28 000 , 48 000,38 000 ,29 000 , 48 000,38 000 ,29 000 , 49 000,39 000 ,30 000 , 50 000,39 000 ,31 000 , 50 000,40 000 ,31 000 , 50 000,40 000 ,32 000 , 50 000,41 000 ,33 000 , 51 000,42 000 ,34 000 , 52 000,44 000 ,35 000 , 54 000,46 000 ,37 000 , 56 000,47 000 ,38 000 , 58 000,49 000 ,40 000 , 60 000,51 000 ,41 000 , 62 000,53 000 ,43 000 , 64 000,55 000 ,44 000 , 66 000,56 000 ,45 000 , 68 000,58 000 ,46 000 , 71 000,60 000 ,47 000 , 73 000
Chile,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1100 ,1000 , 1200,1300 ,1200 , 1400,1500 ,1400 , 1600,1700 ,1600 , 1900,1900 ,1800 , 2100,2100 ,2000 , 2400,2400 ,2200 , 2600,2700 ,2500 , 3000,3000 ,2800 , 3300,3400 ,3100 , 3700,3800 ,3400 , 4100,4200 ,3800 , 4500,4600 ,4200 , 5000,5000 ,4600 , 5500,5500 ,5000 , 6000,6000 ,5500 , 6600,6600 ,6000 , 7100,7100 ,6500 , 7800,7700 ,7100 , 8400,8300 ,7600 , 9100,8900 ,8200 , 9700,9700 ,8800 , 10 000,10 000 ,9500 , 11 000,11 000 ,10 000 , 12 000,12 000 ,11 000 , 13 000
China,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Colombia,5300 ,1200 , 13 000,7600 ,1600 , 13 000,10 000 ,2600 , 15 000,13 000 ,4100 , 18 000,16 000 ,5900 , 21 000,19 000 ,8200 , 24 000,21 000 ,11 000 , 26 000,23 000 ,15 000 , 28 000,25 000 ,19 000 , 30 000,26 000 ,21 000 , 31 000,27 000 ,22 000 , 32 000,27 000 ,22 000 , 32 000,27 000 ,22 000 , 32 000,27 000 ,22 000 , 31 000,27 000 ,22 000 , 31 000,26 000 ,22 000 , 31 000,26 000 ,22 000 , 30 000,26 000 ,22 000 , 31 000,26 000 ,22 000 , 31 000,26 000 ,22 000 , 30 000,26 000 ,22 000 , 30 000,26 000 ,22 000 , 31 000,27 000 ,23 000 , 31 000,28 000 ,23 000 , 32 000,28 000 ,24 000 , 33 000,29 000 ,24 000 , 34 000,30 000 ,25 000 , 34 000,30 000 ,25 000 , 35 000,31 000 ,26 000 , 36 000
Comoros,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Congo,22 000 ,16 000 , 31 000,27 000 ,20 000 , 37 000,32 000 ,24 000 , 42 000,36 000 ,28 000 , 46 000,39 000 ,30 000 , 49 000,41 000 ,33 000 , 51 000,43 000 ,34 000 , 53 000,44 000 ,35 000 , 54 000,45 000 ,36 000 , 55 000,46 000 ,37 000 , 56 000,46 000 ,37 000 , 56 000,46 000 ,38 000 , 56 000,46 000 ,38 000 , 55 000,46 000 ,38 000 , 54 000,46 000 ,37 000 , 54 000,46 000 ,38 000 , 53 000,46 000 ,38 000 , 54 000,46 000 ,38 000 , 54 000,47 000 ,39 000 , 54 000,48 000 ,40 000 , 56 000,49 000 ,41 000 , 57 000,50 000 ,42 000 , 58 000,51 000 ,43 000 , 60 000,51 000 ,43 000 , 61 000,52 000 ,43 000 , 63 000,53 000 ,43 000 , 65 000,53 000 ,43 000 , 67 000,54 000 ,42 000 , 69 000,55 000 ,42 000 , 72 000
Costa Rica,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1100,1100 ,1000 , 1200,1200 ,1100 , 1400,1300 ,1200 , 1500,1400 ,1300 , 1600,1500 ,1400 , 1700,1600 ,1500 , 1800,1800 ,1600 , 2000,1900 ,1700 , 2100,2000 ,1800 , 2200,2100 ,1900 , 2400,2300 ,2100 , 2500,2400 ,2200 , 2600,2500 ,2300 , 2800,2600 ,2400 , 2900,2700 ,2500 , 3000,2800 ,2600 , 3100,2900 ,2700 , 3300
Croatia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Cuba,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1200 ,<1000 , 1500,1400 ,1100 , 1800,1700 ,1300 , 2100,1900 ,1500 , 2400,2200 ,1700 , 2700,2500 ,1900 , 3100,2800 ,2200 , 3500,3200 ,2400 , 4000,3600 ,2700 , 4400,4000 ,3000 , 4800,4300 ,3300 , 5300,4700 ,3600 , 5800,5000 ,3800 , 6100,5300 ,4000 , 6500,5600 ,4200 , 6800
Cyprus,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Czechia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000
Côte d'Ivoire,130 000 ,100 000 , 170 000,160 000 ,130 000 , 210 000,200 000 ,160 000 , 250 000,220 000 ,180 000 , 280 000,250 000 ,200 000 , 310 000,270 000 ,210 000 , 340 000,280 000 ,230 000 , 360 000,290 000 ,230 000 , 370 000,300 000 ,240 000 , 380 000,300 000 ,240 000 , 380 000,300 000 ,240 000 , 370 000,290 000 ,230 000 , 370 000,280 000 ,230 000 , 360 000,280 000 ,220 000 , 350 000,270 000 ,210 000 , 340 000,260 000 ,210 000 , 330 000,260 000 ,200 000 , 320 000,250 000 ,200 000 , 320 000,250 000 ,200 000 , 320 000,250 000 ,200 000 , 320 000,250 000 ,200 000 , 320 000,250 000 ,200 000 , 320 000,260 000 ,200 000 , 320 000,260 000 ,200 000 , 320 000,260 000 ,210 000 , 330 000,260 000 ,210 000 , 330 000,260 000 ,210 000 , 330 000,260 000 ,210 000 , 330 000,260 000 ,210 000 , 330 000
Democratic People's Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Democratic Republic of the Congo,200 000 ,160 000 , 230 000,220 000 ,190 000 , 260 000,250 000 ,210 000 , 280 000,270 000 ,230 000 , 310 000,290 000 ,250 000 , 330 000,300 000 ,260 000 , 340 000,310 000 ,270 000 , 360 000,320 000 ,270 000 , 370 000,330 000 ,280 000 , 370 000,330 000 ,280 000 , 370 000,330 000 ,280 000 , 370 000,320 000 ,270 000 , 370 000,320 000 ,270 000 , 370 000,320 000 ,270 000 , 370 000,310 000 ,260 000 , 360 000,310 000 ,260 000 , 360 000,300 000 ,250 000 , 350 000,300 000 ,250 000 , 350 000,300 000 ,250 000 , 350 000,290 000 ,240 000 , 340 000,290 000 ,240 000 , 330 000,280 000 ,230 000 , 330 000,280 000 ,230 000 , 320 000,280 000 ,230 000 , 320 000,280 000 ,220 000 , 320 000,280 000 ,220 000 , 320 000,280 000 ,220 000 , 320 000,280 000 ,220 000 , 320 000,280 000 ,230 000 , 330 000
Denmark,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1100,1100 ,<1000 , 1200,1100 ,1000 , 1300,1200 ,1000 , 1300,1200 ,1100 , 1400,1300 ,1100 , 1400,1300 ,1200 , 1500,1400 ,1200 , 1500,1400 ,1200 , 1500,1400 ,1300 , 1600,1400 ,1300 , 1600,1500 ,1300 , 1600,1500 ,1300 , 1700,1500 ,1400 , 1700,1500 ,1400 , 1700,1600 ,1400 , 1700,1600 ,1400 , 1800,1600 ,1400 , 1800,1600 ,1400 , 1800,1600 ,1400 , 1800,1600 ,1400 , 1800
Djibouti,<200 ,<100 , <500,<500 ,<200 , <1000,<1000 ,<500 , 1300,<1000 ,<500 , 1800,1300 ,<1000 , 2400,1800 ,<1000 , 3100,2400 ,1400 , 3900,3000 ,1900 , 4600,3600 ,2500 , 5100,4200 ,3100 , 5700,4700 ,3700 , 6100,5100 ,4100 , 6300,5300 ,4500 , 6500,5400 ,4600 , 6500,5400 ,4500 , 6500,5300 ,4400 , 6300,5200 ,4200 , 6200,5100 ,4100 , 6100,4900 ,4000 , 5900,4800 ,3800 , 5800,4700 ,3700 , 5700,4600 ,3600 , 5500,4500 ,3500 , 5500,4400 ,3600 , 5500,4400 ,3600 , 5500,4400 ,3600 , 5400,4500 ,3700 , 5500,4500 ,3700 , 5600,4600 ,3700 , 5800
Dominica,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Dominican Republic,14 000 ,9800 , 19 000,17 000 ,12 000 , 24 000,21 000 ,15 000 , 30 000,25 000 ,17 000 , 36 000,28 000 ,20 000 , 41 000,32 000 ,22 000 , 45 000,34 000 ,23 000 , 49 000,36 000 ,25 000 , 52 000,37 000 ,26 000 , 54 000,38 000 ,27 000 , 54 000,39 000 ,28 000 , 54 000,39 000 ,28 000 , 54 000,38 000 ,28 000 , 53 000,38 000 ,28 000 , 51 000,37 000 ,28 000 , 49 000,36 000 ,28 000 , 47 000,35 000 ,27 000 , 46 000,34 000 ,26 000 , 45 000,34 000 ,26 000 , 44 000,34 000 ,26 000 , 43 000,34 000 ,26 000 , 43 000,34 000 ,26 000 , 42 000,33 000 ,26 000 , 42 000,33 000 ,27 000 , 42 000,33 000 ,27 000 , 42 000,33 000 ,27 000 , 42 000,33 000 ,27 000 , 42 000,33 000 ,27 000 , 42 000,34 000 ,26 000 , 44 000
Ecuador,<500 ,<100 , 1000,<1000 ,<500 , 1800,1400 ,<1000 , 2700,1900 ,<1000 , 3600,2500 ,<1000 , 4500,3100 ,1400 , 5600,3700 ,1700 , 6800,4300 ,2100 , 7800,4900 ,2400 , 8600,5400 ,2800 , 9400,5900 ,3300 , 10 000,6200 ,3700 , 10 000,6500 ,4000 , 11 000,6700 ,4200 , 11 000,7000 ,4500 , 12 000,7300 ,4700 , 12 000,7600 ,5000 , 12 000,7800 ,5200 , 13 000,8200 ,5400 , 13 000,8600 ,5700 , 14 000,9000 ,6100 , 15 000,9500 ,6400 , 16 000,9900 ,6700 , 16 000,10 000 ,7100 , 17 000,11 000 ,7400 , 18 000,11 000 ,7700 , 18 000,12 000 ,8100 , 19 000,12 000 ,8500 , 20 000,13 000 ,8700 , 20 000
Egypt,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1100 ,<1000 , 1100,1200 ,1100 , 1300,1400 ,1300 , 1600,1700 ,1500 , 1800,1900 ,1800 , 2100,2300 ,2100 , 2400,2600 ,2500 , 2900,3100 ,2800 , 3300,3600 ,3300 , 3900,4100 ,3800 , 4500,4800 ,4400 , 5200,5500 ,5100 , 6000,6400 ,5900 , 7000
El Salvador,1000 ,<1000 , 1300,1300 ,1000 , 1700,1700 ,1300 , 2100,2100 ,1700 , 2600,2600 ,2000 , 3200,3100 ,2400 , 3900,3600 ,2800 , 4600,4100 ,3200 , 5200,4700 ,3600 , 5800,5200 ,4000 , 6500,5600 ,4400 , 7000,6000 ,4700 , 7500,6400 ,4900 , 8000,6700 ,5200 , 8400,7000 ,5400 , 8800,7300 ,5600 , 9100,7500 ,5800 , 9400,7800 ,6100 , 9700,8000 ,6300 , 9900,8200 ,6500 , 10 000,8400 ,6600 , 10 000,8500 ,6800 , 10 000,8700 ,6900 , 11 000,8800 ,7100 , 11 000,9000 ,7200 , 11 000,9100 ,7300 , 11 000,9100 ,7400 , 11 000,9100 ,7400 , 11 000,9100 ,7400 , 11 000
Equatorial Guinea,<1000 ,<500 , 1500,1100 ,<1000 , 1900,1400 ,<1000 , 2300,1800 ,1100 , 2900,2200 ,1400 , 3500,2700 ,1800 , 4200,3300 ,2200 , 4900,3900 ,2700 , 5700,4600 ,3200 , 6500,5300 ,3800 , 7500,6100 ,4400 , 8400,6800 ,5000 , 9300,7600 ,5700 , 10 000,8400 ,6400 , 11 000,9300 ,7000 , 12 000,10 000 ,7900 , 13 000,11 000 ,8900 , 14 000,12 000 ,10 000 , 15 000,14 000 ,11 000 , 16 000,15 000 ,12 000 , 17 000,16 000 ,14 000 , 19 000,17 000 ,15 000 , 21 000,19 000 ,16 000 , 22 000,20 000 ,17 000 , 24 000,22 000 ,19 000 , 26 000,24 000 ,20 000 , 29 000,26 000 ,21 000 , 32 000,28 000 ,23 000 , 35 000,30 000 ,24 000 , 38 000
Eritrea,3500 ,1300 , 7500,4400 ,1800 , 8100,5000 ,2400 , 8400,5600 ,3100 , 8700,6000 ,3700 , 8700,6400 ,4400 , 9200,6800 ,4800 , 9100,7200 ,5200 , 9400,7500 ,5600 , 9700,7900 ,5900 , 10 000,8300 ,6200 , 11 000,8600 ,6500 , 11 000,9000 ,6700 , 12 000,9200 ,6800 , 12 000,9200 ,6800 , 12 000,9100 ,6700 , 12 000,9000 ,6600 , 12 000,9000 ,6600 , 12 000,9000 ,6700 , 12 000,9100 ,6900 , 12 000,9300 ,7000 , 12 000,9400 ,7100 , 12 000,9500 ,7100 , 13 000,9600 ,7300 , 13 000,9700 ,7400 , 13 000,9800 ,7500 , 13 000,9800 ,7500 , 13 000,9800 ,7500 , 13 000,9800 ,7400 , 13 000
Estonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<500 ,<500 , <500,<1000 ,<1000 , <1000,1100 ,<1000 , 1300,1700 ,1500 , 1900,1700 ,1500 , 2000,1800 ,1500 , 2000,1800 ,1600 , 2000,1800 ,1600 , 2100,1900 ,1600 , 2100,1900 ,1600 , 2200,1900 ,1700 , 2200,2000 ,1800 , 2300,2100 ,1800 , 2400,2100 ,1900 , 2400,2200 ,1900 , 2500,2300 ,2000 , 2500,2300 ,2100 , 2600,2400 ,2100 , 2700,2500 ,2200 , 2700,2500 ,2200 , 2800,2600 ,2300 , 2900
Eswatini,1800 ,1400 , 2400,4100 ,3200 , 5200,7900 ,6400 , 10 000,14 000 ,11 000 , 17 000,21 000 ,17 000 , 25 000,28 000 ,24 000 , 33 000,36 000 ,32 000 , 41 000,44 000 ,39 000 , 49 000,50 000 ,46 000 , 55 000,56 000 ,52 000 , 61 000,61 000 ,57 000 , 65 000,64 000 ,60 000 , 68 000,67 000 ,63 000 , 71 000,69 000 ,64 000 , 74 000,71 000 ,66 000 , 76 000,73 000 ,67 000 , 78 000,76 000 ,70 000 , 82 000,80 000 ,73 000 , 86 000,84 000 ,77 000 , 91 000,88 000 ,81 000 , 96 000,93 000 ,86 000 , 100 000,97 000 ,90 000 , 110 000,100 000 ,94 000 , 110 000,110 000 ,98 000 , 110 000,110 000 ,100 000 , 120 000,110 000 ,110 000 , 120 000,120 000 ,110 000 , 130 000,120 000 ,110 000 , 130 000,120 000 ,110 000 , 130 000
Ethiopia,170 000 ,130 000 , 220 000,220 000 ,170 000 , 290 000,270 000 ,210 000 , 360 000,320 000 ,250 000 , 420 000,360 000 ,280 000 , 460 000,380 000 ,300 000 , 500 000,400 000 ,310 000 , 520 000,410 000 ,320 000 , 540 000,410 000 ,320 000 , 540 000,410 000 ,320 000 , 540 000,410 000 ,320 000 , 530 000,400 000 ,310 000 , 520 000,390 000 ,300 000 , 510 000,380 000 ,290 000 , 490 000,370 000 ,280 000 , 480 000,360 000 ,280 000 , 460 000,350 000 ,270 000 , 450 000,350 000 ,270 000 , 450 000,350 000 ,270 000 , 460 000,350 000 ,270 000 , 460 000,360 000 ,280 000 , 470 000,370 000 ,280 000 , 480 000,380 000 ,290 000 , 490 000,380 000 ,290 000 , 500 000,390 000 ,300 000 , 510 000,390 000 ,300 000 , 510 000,400 000 ,310 000 , 520 000,410 000 ,310 000 , 530 000,410 000 ,320 000 , 540 000
Fiji,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Finland,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,1000 ,<1000 , 1300,1100 ,<1000 , 1300
France,8300 ,7200 , 9400,9100 ,7900 , 10 000,10 000 ,8700 , 11 000,11 000 ,9400 , 12 000,12 000 ,10 000 , 13 000,12 000 ,11 000 , 14 000,13 000 ,11 000 , 15 000,14 000 ,12 000 , 16 000,15 000 ,13 000 , 18 000,17 000 ,14 000 , 19 000,18 000 ,16 000 , 20 000,19 000 ,17 000 , 22 000,21 000 ,18 000 , 24 000,23 000 ,20 000 , 26 000,24 000 ,21 000 , 28 000,26 000 ,23 000 , 29 000,28 000 ,24 000 , 31 000,29 000 ,26 000 , 33 000,31 000 ,27 000 , 35 000,32 000 ,28 000 , 36 000,33 000 ,29 000 , 38 000,35 000 ,31 000 , 39 000,36 000 ,32 000 , 41 000,38 000 ,33 000 , 43 000,40 000 ,35 000 , 45 000,41 000 ,36 000 , 47 000,43 000 ,37 000 , 49 000,45 000 ,39 000 , 50 000,46 000 ,40 000 , 52 000
Gabon,2800 ,1700 , 4500,3800 ,2300 , 6000,4900 ,3100 , 7700,6400 ,4200 , 9800,8000 ,5200 , 12 000,9700 ,6400 , 14 000,12 000 ,7800 , 17 000,13 000 ,9100 , 19 000,15 000 ,11 000 , 21 000,17 000 ,12 000 , 22 000,18 000 ,13 000 , 25 000,19 000 ,14 000 , 26 000,20 000 ,15 000 , 26 000,21 000 ,16 000 , 27 000,21 000 ,17 000 , 27 000,22 000 ,18 000 , 28 000,23 000 ,19 000 , 29 000,24 000 ,20 000 , 29 000,25 000 ,21 000 , 30 000,26 000 ,22 000 , 31 000,27 000 ,23 000 , 32 000,28 000 ,23 000 , 34 000,29 000 ,24 000 , 35 000,30 000 ,25 000 , 37 000,32 000 ,26 000 , 38 000,33 000 ,27 000 , 40 000,33 000 ,27 000 , 41 000,34 000 ,28 000 , 42 000,35 000 ,28 000 , 44 000
Gambia,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1400,1200 ,<1000 , 1900,1700 ,1200 , 2500,2400 ,1700 , 3300,3000 ,2100 , 4100,3800 ,2700 , 5000,4500 ,3300 , 5900,5300 ,3900 , 6800,6000 ,4400 , 7600,6600 ,4900 , 8400,7100 ,5400 , 9000,7500 ,5700 , 9600,7900 ,6000 , 10 000,8300 ,6300 , 11 000,8700 ,6600 , 11 000,9100 ,7000 , 11 000,9500 ,7400 , 12 000,9900 ,7900 , 12 000,10 000 ,8400 , 13 000,11 000 ,9000 , 14 000,12 000 ,9500 , 15 000,12 000 ,10 000 , 15 000,13 000 ,10 000 , 16 000,13 000 ,11 000 , 17 000,14 000 ,11 000 , 18 000,15 000 ,12 000 , 19 000
Georgia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1200 ,<1000 , 1500,1400 ,1100 , 1700,1600 ,1300 , 1900,1800 ,1400 , 2100,2000 ,1600 , 2300,2200 ,1800 , 2600,2300 ,1900 , 2800,2500 ,2100 , 2900,2600 ,2200 , 3000,2700 ,2300 , 3200,2900 ,2400 , 3300,3000 ,2600 , 3500
