Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Canada,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Central African Republic,26 000 ,19 000 , 37 000,34 000 ,25 000 , 47 000,41 000 ,31 000 , 54 000,47 000 ,37 000 , 62 000,52 000 ,40 000 , 67 000,56 000 ,43 000 , 71 000,59 000 ,46 000 , 74 000,60 000 ,48 000 , 75 000,61 000 ,50 000 , 75 000,62 000 ,50 000 , 74 000,61 000 ,50 000 , 73 000,61 000 ,50 000 , 72 000,60 000 ,50 000 , 71 000,58 000 ,49 000 , 70 000,57 000 ,46 000 , 68 000,55 000 ,45 000 , 66 000,54 000 ,43 000 , 64 000,53 000 ,43 000 , 63 000,52 000 ,42 000 , 61 000,51 000 ,42 000 , 61 000,50 000 ,42 000 , 59 000,49 000 ,41 000 , 59 000,47 000 ,40 000 , 57 000,46 000 ,38 000 , 55 000,44 000 ,37 000 , 54 000,43 000 ,36 000 , 53 000,42 000 ,35 000 , 52 000,41 000 ,35 000 , 52 000,40 000 ,33 000 , 51 000
Chad,12 000 ,6900 , 20 000,15 000 ,8900 , 24 000,17 000 ,11 000 , 27 000,20 000 ,13 000 , 30 000,22 000 ,14 000 , 32 000,23 000 ,16 000 , 34 000,25 000 ,18 000 , 35 000,27 000 ,19 000 , 36 000,28 000 ,20 000 , 37 000,29 000 ,21 000 , 38 000,29 000 ,22 000 , 38 000,30 000 ,22 000 , 38 000,30 000 ,23 000 , 39 000,30 000 ,23 000 , 39 000,31 000 ,23 000 , 39 000,31 000 ,24 000 , 39 000,31 000 ,24 000 , 39 000,32 000 ,25 000 , 40 000,33 000 ,26 000 , 41 000,34 000 ,27 000 , 42 000,35 000 ,28 000 , 44 000,37 000 ,29 000 , 45 000,38 000 ,31 000 , 46 000,39 000 ,32 000 , 48 000,41 000 ,32 000 , 49 000,42 000 ,33 000 , 50 000,43 000 ,34 000 , 52 000,44 000 ,34 000 , 54 000,45 000 ,35 000 , 56 000
Chile,2400 ,2100 , 2700,3100 ,2700 , 3400,3800 ,3300 , 4100,4500 ,4000 , 5000,5400 ,4700 , 6000,6300 ,5500 , 7000,7300 ,6300 , 8100,8300 ,7200 , 9300,9400 ,8100 , 10 000,11 000 ,9100 , 12 000,12 000 ,10 000 , 13 000,13 000 ,11 000 , 15 000,15 000 ,13 000 , 17 000,17 000 ,14 000 , 19 000,18 000 ,16 000 , 21 000,20 000 ,18 000 , 23 000,22 000 ,20 000 , 25 000,25 000 ,21 000 , 27 000,27 000 ,23 000 , 30 000,29 000 ,26 000 , 33 000,32 000 ,28 000 , 36 000,35 000 ,30 000 , 39 000,38 000 ,33 000 , 42 000,41 000 ,35 000 , 45 000,44 000 ,38 000 , 49 000,47 000 ,41 000 , 52 000,51 000 ,44 000 , 56 000,54 000 ,47 000 , 61 000,59 000 ,51 000 , 66 000
China,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Colombia,13 000 ,2700 , 28 000,19 000 ,4400 , 32 000,26 000 ,7300 , 38 000,33 000 ,11 000 , 45 000,40 000 ,15 000 , 52 000,48 000 ,22 000 , 59 000,55 000 ,31 000 , 67 000,62 000 ,41 000 , 73 000,68 000 ,53 000 , 79 000,73 000 ,59 000 , 86 000,78 000 ,64 000 , 92 000,81 000 ,65 000 , 96 000,83 000 ,67 000 , 99 000,84 000 ,68 000 , 100 000,86 000 ,69 000 , 100 000,87 000 ,70 000 , 100 000,89 000 ,72 000 , 110 000,91 000 ,74 000 , 110 000,92 000 ,76 000 , 110 000,93 000 ,77 000 , 110 000,94 000 ,77 000 , 110 000,96 000 ,79 000 , 120 000,99 000 ,82 000 , 120 000,100 000 ,84 000 , 120 000,110 000 ,88 000 , 130 000,110 000 ,91 000 , 130 000,110 000 ,94 000 , 140 000,120 000 ,96 000 , 140 000,120 000 ,98 000 , 150 000
Comoros,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Congo,18 000 ,13 000 , 25 000,20 000 ,15 000 , 28 000,23 000 ,17 000 , 31 000,25 000 ,19 000 , 32 000,26 000 ,20 000 , 33 000,27 000 ,21 000 , 34 000,27 000 ,21 000 , 34 000,27 000 ,21 000 , 33 000,27 000 ,21 000 , 33 000,26 000 ,21 000 , 33 000,26 000 ,20 000 , 32 000,25 000 ,20 000 , 31 000,25 000 ,19 000 , 30 000,24 000 ,19 000 , 29 000,24 000 ,18 000 , 28 000,23 000 ,18 000 , 28 000,23 000 ,18 000 , 28 000,23 000 ,19 000 , 28 000,24 000 ,19 000 , 28 000,24 000 ,20 000 , 29 000,25 000 ,21 000 , 29 000,26 000 ,21 000 , 30 000,26 000 ,22 000 , 31 000,26 000 ,22 000 , 31 000,26 000 ,22 000 , 32 000,26 000 ,22 000 , 32 000,26 000 ,21 000 , 33 000,26 000 ,21 000 , 35 000,27 000 ,21 000 , 36 000
Costa Rica,1500 ,1300 , 1700,1600 ,1400 , 1900,1800 ,1500 , 2000,1900 ,1700 , 2200,2100 ,1800 , 2400,2300 ,1900 , 2600,2400 ,2100 , 2800,2600 ,2300 , 3000,2800 ,2400 , 3200,3000 ,2600 , 3400,3300 ,2800 , 3700,3600 ,3100 , 4000,3900 ,3400 , 4400,4300 ,3700 , 4800,4700 ,4000 , 5300,5100 ,4400 , 5700,5500 ,4800 , 6100,5900 ,5100 , 6600,6300 ,5500 , 7100,6800 ,5900 , 7600,7200 ,6300 , 8100,7700 ,6800 , 8600,8300 ,7300 , 9300,8800 ,7800 , 10 000,9400 ,8400 , 11 000,10 000 ,8900 , 11 000,11 000 ,9400 , 12 000,11 000 ,10 000 , 13 000,12 000 ,10 000 , 13 000
Croatia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Cuba,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1200,1100 ,<1000 , 1400,1300 ,<1000 , 1600,1500 ,1100 , 1900,1800 ,1300 , 2200,2100 ,1500 , 2600,2500 ,1800 , 3100,2900 ,2100 , 3600,3400 ,2400 , 4200,4000 ,2800 , 4900,4700 ,3400 , 5800,5500 ,4000 , 6800,6500 ,4800 , 7900,7500 ,5600 , 9100,8700 ,6500 , 11 000,9900 ,7500 , 12 000,11 000 ,8600 , 14 000,13 000 ,9700 , 15 000,14 000 ,11 000 , 17 000,16 000 ,12 000 , 19 000,18 000 ,13 000 , 21 000,19 000 ,15 000 , 23 000,21 000 ,16 000 , 25 000,22 000 ,17 000 , 26 000,23 000 ,18 000 , 28 000,24 000 ,19 000 , 29 000,25 000 ,19 000 , 30 000
Cyprus,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Czechia,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1200,1200 ,<1000 , 1400,1400 ,1100 , 1600,1500 ,1300 , 1800,1700 ,1400 , 2000,1900 ,1600 , 2300,2200 ,1800 , 2500,2500 ,2000 , 2800,2700 ,2300 , 3200,3100 ,2600 , 3600,3500 ,2900 , 4000,3900 ,3200 , 4500
Côte d'Ivoire,120 000 ,96 000 , 160 000,150 000 ,120 000 , 190 000,170 000 ,140 000 , 220 000,200 000 ,150 000 , 250 000,210 000 ,170 000 , 280 000,230 000 ,180 000 , 290 000,240 000 ,190 000 , 310 000,240 000 ,190 000 , 310 000,240 000 ,190 000 , 310 000,240 000 ,190 000 , 310 000,230 000 ,180 000 , 300 000,230 000 ,180 000 , 290 000,220 000 ,170 000 , 280 000,210 000 ,170 000 , 270 000,200 000 ,160 000 , 260 000,190 000 ,150 000 , 250 000,190 000 ,150 000 , 250 000,190 000 ,150 000 , 240 000,180 000 ,150 000 , 240 000,180 000 ,140 000 , 240 000,180 000 ,140 000 , 230 000,180 000 ,140 000 , 230 000,180 000 ,140 000 , 230 000,180 000 ,140 000 , 230 000,180 000 ,140 000 , 230 000,170 000 ,140 000 , 230 000,170 000 ,130 000 , 220 000,170 000 ,130 000 , 220 000,170 000 ,130 000 , 210 000
Democratic People's Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Democratic Republic of the Congo,130 000 ,100 000 , 150 000,130 000 ,110 000 , 160 000,140 000 ,120 000 , 170 000,140 000 ,120 000 , 170 000,150 000 ,130 000 , 170 000,150 000 ,130 000 , 170 000,150 000 ,130 000 , 170 000,140 000 ,120 000 , 170 000,140 000 ,120 000 , 160 000,140 000 ,110 000 , 160 000,130 000 ,110 000 , 160 000,130 000 ,110 000 , 150 000,130 000 ,100 000 , 150 000,120 000 ,100 000 , 140 000,120 000 ,96 000 , 140 000,120 000 ,93 000 , 140 000,110 000 ,91 000 , 130 000,110 000 ,91 000 , 130 000,110 000 ,90 000 , 130 000,110 000 ,89 000 , 130 000,110 000 ,89 000 , 130 000,110 000 ,88 000 , 130 000,110 000 ,87 000 , 120 000,110 000 ,87 000 , 120 000,100 000 ,86 000 , 120 000,100 000 ,86 000 , 120 000,100 000 ,85 000 , 120 000,110 000 ,85 000 , 120 000,110 000 ,87 000 , 120 000
Denmark,2200 ,2000 , 2400,2300 ,2100 , 2600,2400 ,2100 , 2700,2500 ,2200 , 2800,2500 ,2200 , 2800,2500 ,2100 , 2800,2500 ,2100 , 2800,2500 ,2100 , 2900,2600 ,2300 , 3000,2800 ,2400 , 3200,2900 ,2600 , 3300,3000 ,2700 , 3500,3200 ,2800 , 3600,3300 ,3000 , 3800,3400 ,3100 , 3900,3500 ,3200 , 4000,3600 ,3300 , 4100,3800 ,3400 , 4300,3900 ,3500 , 4400,3900 ,3600 , 4500,4000 ,3600 , 4600,4100 ,3700 , 4700,4200 ,3800 , 4800,4300 ,3800 , 4900,4400 ,3900 , 5000,4400 ,3900 , 5000,4500 ,4000 , 5100,4600 ,4000 , 5200,4600 ,4100 , 5200
Djibouti,<500 ,<100 , <1000,<500 ,<200 , <1000,<1000 ,<500 , 1300,<1000 ,<500 , 1700,1200 ,<1000 , 2300,1600 ,<1000 , 2800,2100 ,1200 , 3300,2500 ,1600 , 4000,3000 ,2000 , 4500,3500 ,2500 , 4800,3800 ,2900 , 5000,4000 ,3200 , 5100,4200 ,3400 , 5100,4200 ,3500 , 5100,4200 ,3400 , 5000,4100 ,3400 , 4900,3900 ,3200 , 4800,3800 ,3000 , 4600,3700 ,2900 , 4600,3600 ,2900 , 4500,3500 ,2800 , 4400,3400 ,2800 , 4200,3300 ,2700 , 4100,3300 ,2700 , 4000,3300 ,2700 , 4000,3300 ,2700 , 4000,3300 ,2700 , 4100,3300 ,2700 , 4200,3400 ,2700 , 4300
Dominica,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500
Dominican Republic,13 000 ,8700 , 18 000,16 000 ,11 000 , 23 000,19 000 ,13 000 , 29 000,23 000 ,15 000 , 34 000,27 000 ,17 000 , 39 000,31 000 ,20 000 , 45 000,34 000 ,23 000 , 51 000,37 000 ,26 000 , 56 000,40 000 ,28 000 , 58 000,42 000 ,30 000 , 59 000,43 000 ,31 000 , 60 000,43 000 ,32 000 , 59 000,43 000 ,32 000 , 58 000,42 000 ,32 000 , 56 000,41 000 ,31 000 , 54 000,40 000 ,30 000 , 52 000,39 000 ,29 000 , 50 000,38 000 ,28 000 , 49 000,37 000 ,28 000 , 48 000,36 000 ,27 000 , 47 000,35 000 ,26 000 , 45 000,35 000 ,26 000 , 44 000,34 000 ,26 000 , 44 000,34 000 ,26 000 , 43 000,34 000 ,26 000 , 43 000,34 000 ,26 000 , 42 000,34 000 ,26 000 , 44 000,34 000 ,26 000 , 45 000,35 000 ,26 000 , 49 000
Ecuador,9600 ,1600 , 21 000,11 000 ,3200 , 23 000,13 000 ,3800 , 24 000,14 000 ,4400 , 25 000,15 000 ,5100 , 28 000,16 000 ,7200 , 30 000,17 000 ,8000 , 31 000,18 000 ,9000 , 32 000,19 000 ,9800 , 33 000,20 000 ,11 000 , 35 000,20 000 ,12 000 , 35 000,20 000 ,12 000 , 36 000,21 000 ,13 000 , 35 000,21 000 ,13 000 , 35 000,21 000 ,14 000 , 35 000,21 000 ,14 000 , 36 000,22 000 ,14 000 , 36 000,22 000 ,14 000 , 37 000,23 000 ,15 000 , 38 000,23 000 ,15 000 , 40 000,24 000 ,16 000 , 41 000,25 000 ,16 000 , 42 000,26 000 ,17 000 , 43 000,27 000 ,18 000 , 45 000,27 000 ,18 000 , 45 000,28 000 ,18 000 , 46 000,28 000 ,19 000 , 47 000,29 000 ,19 000 , 48 000,30 000 ,20 000 , 50 000
Egypt,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1200,1200 ,1100 , 1300,1400 ,1200 , 1600,1600 ,1400 , 1800,1900 ,1600 , 2100,2200 ,1900 , 2400,2500 ,2200 , 2800,3000 ,2600 , 3300,3500 ,3100 , 3900,4100 ,3600 , 4500,4700 ,4200 , 5300,5500 ,4800 , 6100,6300 ,5600 , 7000,7300 ,6500 , 8200,8500 ,7500 , 9400,9800 ,8600 , 11 000,11 000 ,9900 , 13 000,13 000 ,11 000 , 14 000,15 000 ,13 000 , 17 000
El Salvador,2800 ,2100 , 3600,3600 ,2600 , 4500,4400 ,3200 , 5600,5400 ,3900 , 6700,6400 ,4600 , 8000,7400 ,5400 , 9400,8500 ,6100 , 11 000,9500 ,6900 , 12 000,10 000 ,7600 , 13 000,11 000 ,8200 , 14 000,12 000 ,8800 , 15 000,13 000 ,9300 , 16 000,13 000 ,9700 , 17 000,14 000 ,10 000 , 18 000,14 000 ,11 000 , 18 000,15 000 ,11 000 , 19 000,15 000 ,11 000 , 19 000,16 000 ,12 000 , 19 000,16 000 ,12 000 , 20 000,16 000 ,12 000 , 20 000,16 000 ,13 000 , 20 000,17 000 ,13 000 , 20 000,17 000 ,13 000 , 20 000,17 000 ,13 000 , 20 000,17 000 ,13 000 , 20 000,16 000 ,13 000 , 19 000,16 000 ,13 000 , 19 000,16 000 ,13 000 , 19 000,16 000 ,13 000 , 18 000
Equatorial Guinea,1000 ,<500 , 1900,1300 ,<1000 , 2200,1500 ,<1000 , 2700,1900 ,1100 , 3100,2300 ,1400 , 3500,2700 ,1700 , 4100,3200 ,2100 , 4700,3700 ,2500 , 5300,4300 ,2900 , 6100,4900 ,3400 , 6900,5600 ,3900 , 7700,6300 ,4500 , 8500,7000 ,5100 , 9300,7700 ,5700 , 10 000,8500 ,6400 , 11 000,9400 ,7200 , 12 000,10 000 ,8100 , 13 000,11 000 ,9200 , 14 000,13 000 ,10 000 , 15 000,14 000 ,12 000 , 17 000,15 000 ,13 000 , 18 000,17 000 ,14 000 , 20 000,19 000 ,15 000 , 22 000,20 000 ,17 000 , 24 000,22 000 ,18 000 , 26 000,23 000 ,19 000 , 28 000,25 000 ,20 000 , 31 000,26 000 ,21 000 , 33 000,28 000 ,22 000 , 36 000
Eritrea,3800 ,1400 , 8200,4400 ,1800 , 8600,4700 ,2300 , 8300,4900 ,2600 , 7900,5000 ,3000 , 7500,5200 ,3300 , 7300,5300 ,3600 , 7100,5400 ,3900 , 7000,5600 ,4100 , 7100,5700 ,4200 , 7300,5800 ,4300 , 7400,6000 ,4500 , 7700,6100 ,4600 , 7900,6100 ,4500 , 8000,6000 ,4500 , 8000,5900 ,4300 , 7900,5800 ,4200 , 7800,5800 ,4200 , 7800,5800 ,4300 , 7800,5900 ,4400 , 7900,6000 ,4500 , 7900,6100 ,4500 , 8000,6100 ,4700 , 8100,6200 ,4800 , 8200,6300 ,4800 , 8400,6300 ,4800 , 8500,6400 ,4800 , 8600,6400 ,4800 , 8700,6400 ,4800 , 8700
Estonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<500 ,<500 , <500,<1000 ,<1000 , <1000,1200 ,<1000 , 1400,2300 ,1800 , 2600,3400 ,2700 , 3900,3400 ,2800 , 3900,3500 ,2900 , 4000,3500 ,2900 , 4000,3500 ,2900 , 4100,3600 ,3000 , 4200,3600 ,3000 , 4200,3700 ,3100 , 4300,3800 ,3200 , 4400,3900 ,3200 , 4500,4000 ,3300 , 4600,4100 ,3500 , 4700,4200 ,3600 , 4800,4300 ,3700 , 4900,4400 ,3800 , 5000,4500 ,3900 , 5100,4600 ,4000 , 5200,4800 ,4100 , 5300
Eswatini,1900 ,1500 , 2500,3800 ,3000 , 4900,6800 ,5300 , 8600,11 000 ,8600 , 13 000,16 000 ,13 000 , 20 000,20 000 ,17 000 , 25 000,25 000 ,22 000 , 30 000,30 000 ,26 000 , 35 000,33 000 ,29 000 , 39 000,36 000 ,32 000 , 42 000,38 000 ,34 000 , 43 000,40 000 ,36 000 , 45 000,41 000 ,37 000 , 46 000,42 000 ,38 000 , 47 000,43 000 ,39 000 , 48 000,44 000 ,40 000 , 49 000,45 000 ,41 000 , 50 000,47 000 ,42 000 , 52 000,49 000 ,45 000 , 55 000,52 000 ,47 000 , 57 000,54 000 ,50 000 , 60 000,57 000 ,52 000 , 63 000,60 000 ,54 000 , 65 000,62 000 ,57 000 , 69 000,65 000 ,59 000 , 71 000,67 000 ,62 000 , 74 000,69 000 ,64 000 , 76 000,71 000 ,65 000 , 78 000,72 000 ,66 000 , 80 000
Ethiopia,150 000 ,120 000 , 200 000,190 000 ,140 000 , 250 000,220 000 ,170 000 , 290 000,250 000 ,190 000 , 330 000,270 000 ,210 000 , 350 000,280 000 ,220 000 , 370 000,290 000 ,220 000 , 370 000,290 000 ,220 000 , 370 000,290 000 ,220 000 , 370 000,280 000 ,210 000 , 360 000,270 000 ,210 000 , 350 000,260 000 ,200 000 , 330 000,250 000 ,190 000 , 320 000,240 000 ,180 000 , 300 000,220 000 ,170 000 , 290 000,220 000 ,160 000 , 280 000,210 000 ,160 000 , 270 000,210 000 ,160 000 , 270 000,210 000 ,160 000 , 270 000,210 000 ,160 000 , 270 000,210 000 ,160 000 , 270 000,220 000 ,160 000 , 280 000,220 000 ,170 000 , 280 000,220 000 ,170 000 , 290 000,230 000 ,170 000 , 290 000,230 000 ,180 000 , 300 000,230 000 ,180 000 , 300 000,240 000 ,180 000 , 310 000,240 000 ,180 000 , 310 000
Fiji,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Finland,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,1100 ,<1000 , 1500,1200 ,<1000 , 1600,1400 ,1100 , 1800,1500 ,1200 , 2000,1600 ,1300 , 2200,1800 ,1300 , 2400,1900 ,1400 , 2500,2000 ,1500 , 2700,2100 ,1600 , 2800,2200 ,1600 , 2900,2300 ,1700 , 3000,2400 ,1800 , 3100,2500 ,1900 , 3200,2600 ,2000 , 3300,2700 ,2100 , 3500,2900 ,2200 , 3600
France,33 000 ,27 000 , 40 000,36 000 ,29 000 , 44 000,39 000 ,32 000 , 47 000,41 000 ,34 000 , 51 000,44 000 ,36 000 , 54 000,47 000 ,38 000 , 57 000,48 000 ,40 000 , 59 000,52 000 ,43 000 , 64 000,56 000 ,46 000 , 68 000,60 000 ,49 000 , 72 000,64 000 ,52 000 , 77 000,68 000 ,56 000 , 82 000,72 000 ,59 000 , 87 000,77 000 ,64 000 , 94 000,82 000 ,67 000 , 99 000,86 000 ,70 000 , 100 000,90 000 ,73 000 , 110 000,94 000 ,76 000 , 110 000,98 000 ,79 000 , 120 000,100 000 ,82 000 , 120 000,100 000 ,85 000 , 130 000,110 000 ,87 000 , 130 000,110 000 ,90 000 , 130 000,110 000 ,93 000 , 140 000,120 000 ,96 000 , 140 000,120 000 ,99 000 , 150 000,130 000 ,100 000 , 150 000,130 000 ,100 000 , 160 000,130 000 ,110 000 , 160 000
Gabon,1800 ,1100 , 3000,2200 ,1300 , 3600,2700 ,1700 , 4400,3300 ,2200 , 5200,4000 ,2700 , 6100,4700 ,3100 , 6900,5300 ,3600 , 7700,6000 ,4200 , 8600,6600 ,4600 , 9400,7100 ,4900 , 9900,7600 ,5400 , 11 000,7900 ,5600 , 11 000,8200 ,5900 , 11 000,8500 ,6200 , 11 000,8800 ,6700 , 11 000,9200 ,7200 , 12 000,9700 ,7700 , 12 000,10 000 ,8400 , 13 000,11 000 ,9100 , 13 000,12 000 ,9600 , 14 000,12 000 ,10 000 , 15 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 16 000,14 000 ,11 000 , 17 000,15 000 ,12 000 , 18 000,15 000 ,12 000 , 18 000,15 000 ,12 000 , 19 000,15 000 ,12 000 , 19 000,16 000 ,12 000 , 19 000
Gambia,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1200,<1000 ,<1000 , 1600,1400 ,<1000 , 2000,1800 ,1300 , 2600,2300 ,1600 , 3100,2900 ,2000 , 3800,3400 ,2400 , 4500,3900 ,2800 , 5100,4400 ,3200 , 5700,4900 ,3600 , 6200,5200 ,3900 , 6700,5500 ,4100 , 7100,5700 ,4400 , 7400,6000 ,4600 , 7700,6200 ,4900 , 8000,6500 ,5100 , 8300,6700 ,5400 , 8600,7000 ,5700 , 8900,7300 ,5900 , 9300,7600 ,6200 , 9700,7900 ,6400 , 10 000,8200 ,6700 , 11 000,8500 ,6900 , 11 000,8800 ,7100 , 11 000,9100 ,7300 , 12 000,9300 ,7600 , 12 000
Georgia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1300 ,1100 , 1600,1600 ,1300 , 1900,1900 ,1500 , 2300,2200 ,1800 , 2700,2600 ,2100 , 3200,3000 ,2400 , 3600,3400 ,2700 , 4100,3800 ,3000 , 4500,4200 ,3400 , 5000,4600 ,3800 , 5600,5000 ,4100 , 6000,5300 ,4400 , 6300,5600 ,4800 , 6600,5800 ,5000 , 6900,6100 ,5300 , 7100,6300 ,5400 , 7400
