Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Germany,33 000 ,27 000 , 39 000,34 000 ,27 000 , 41 000,34 000 ,28 000 , 42 000,34 000 ,27 000 , 42 000,33 000 ,27 000 , 41 000,33 000 ,26 000 , 41 000,33 000 ,27 000 , 42 000,34 000 ,28 000 , 43 000,35 000 ,28 000 , 43 000,35 000 ,29 000 , 43 000,36 000 ,29 000 , 44 000,37 000 ,30 000 , 44 000,38 000 ,31 000 , 46 000,39 000 ,32 000 , 48 000,42 000 ,34 000 , 50 000,44 000 ,36 000 , 53 000,47 000 ,38 000 , 56 000,50 000 ,40 000 , 59 000,52 000 ,42 000 , 62 000,54 000 ,43 000 , 64 000,56 000 ,45 000 , 66 000,57 000 ,45 000 , 68 000,59 000 ,47 000 , 70 000,61 000 ,48 000 , 73 000,63 000 ,50 000 , 75 000,65 000 ,52 000 , 77 000,67 000 ,53 000 , 80 000,68 000 ,54 000 , 81 000,70 000 ,55 000 , 83 000
Ghana,46 000 ,32 000 , 61 000,54 000 ,40 000 , 70 000,62 000 ,48 000 , 79 000,70 000 ,57 000 , 85 000,77 000 ,65 000 , 93 000,83 000 ,71 000 , 99 000,87 000 ,75 000 , 100 000,91 000 ,79 000 , 110 000,93 000 ,80 000 , 110 000,94 000 ,81 000 , 110 000,95 000 ,81 000 , 110 000,94 000 ,80 000 , 110 000,93 000 ,78 000 , 110 000,92 000 ,76 000 , 110 000,91 000 ,74 000 , 100 000,90 000 ,73 000 , 100 000,89 000 ,72 000 , 100 000,89 000 ,73 000 , 100 000,89 000 ,73 000 , 100 000,90 000 ,74 000 , 110 000,91 000 ,76 000 , 110 000,93 000 ,77 000 , 110 000,95 000 ,80 000 , 110 000,97 000 ,82 000 , 110 000,99 000 ,84 000 , 120 000,100 000 ,85 000 , 120 000,100 000 ,86 000 , 120 000,100 000 ,87 000 , 120 000,100 000 ,86 000 , 120 000
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Grenada,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Guatemala,4700 ,4100 , 5200,5900 ,5300 , 6500,7200 ,6500 , 8000,8700 ,7800 , 9600,10 000 ,9300 , 11 000,12 000 ,11 000 , 13 000,14 000 ,13 000 , 16 000,16 000 ,15 000 , 18 000,18 000 ,17 000 , 20 000,20 000 ,19 000 , 22 000,22 000 ,20 000 , 24 000,24 000 ,21 000 , 25 000,24 000 ,22 000 , 26 000,25 000 ,22 000 , 27 000,26 000 ,23 000 , 28 000,26 000 ,23 000 , 28 000,26 000 ,23 000 , 28 000,26 000 ,23 000 , 29 000,27 000 ,24 000 , 29 000,27 000 ,24 000 , 29 000,27 000 ,24 000 , 30 000,27 000 ,24 000 , 30 000,27 000 ,24 000 , 30 000,27 000 ,24 000 , 30 000,27 000 ,24 000 , 29 000,26 000 ,24 000 , 29 000,26 000 ,24 000 , 29 000,26 000 ,24 000 , 29 000,26 000 ,24 000 , 28 000
Guinea,8600 ,4400 , 17 000,10 000 ,5700 , 20 000,13 000 ,7400 , 23 000,15 000 ,9500 , 25 000,18 000 ,12 000 , 28 000,21 000 ,14 000 , 30 000,23 000 ,16 000 , 32 000,25 000 ,18 000 , 33 000,27 000 ,20 000 , 34 000,29 000 ,22 000 , 36 000,30 000 ,24 000 , 37 000,31 000 ,25 000 , 38 000,32 000 ,26 000 , 39 000,32 000 ,27 000 , 39 000,33 000 ,27 000 , 39 000,33 000 ,27 000 , 39 000,33 000 ,28 000 , 39 000,34 000 ,28 000 , 39 000,35 000 ,29 000 , 40 000,36 000 ,30 000 , 41 000,37 000 ,31 000 , 43 000,38 000 ,32 000 , 44 000,39 000 ,34 000 , 45 000,40 000 ,34 000 , 46 000,41 000 ,34 000 , 47 000,41 000 ,35 000 , 48 000,41 000 ,35 000 , 48 000,41 000 ,35 000 , 49 000,42 000 ,35 000 , 50 000
Guinea-Bissau,<1000 ,<1000 , 1200,1300 ,<1000 , 1700,1800 ,1400 , 2300,2500 ,2000 , 3100,3200 ,2700 , 4000,4100 ,3500 , 5100,5000 ,4300 , 6000,5900 ,5100 , 6800,6800 ,5900 , 7800,7600 ,6700 , 8800,8400 ,7300 , 9800,9100 ,8000 , 11 000,9700 ,8600 , 11 000,10 000 ,9000 , 12 000,11 000 ,9500 , 12 000,11 000 ,9900 , 13 000,12 000 ,10 000 , 13 000,12 000 ,10 000 , 14 000,12 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,12 000 , 15 000,14 000 ,12 000 , 15 000,14 000 ,12 000 , 16 000,14 000 ,13 000 , 16 000,15 000 ,13 000 , 16 000,15 000 ,13 000 , 16 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000
Guyana,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1200,1000 ,<1000 , 1400,1200 ,<1000 , 1600,1400 ,1100 , 1800,1700 ,1400 , 2000,1900 ,1600 , 2200,2100 ,1800 , 2400,2400 ,2100 , 2700,2600 ,2200 , 2900,2800 ,2400 , 3200,3000 ,2600 , 3400,3200 ,2700 , 3600,3300 ,2900 , 3800,3500 ,3000 , 3900,3600 ,3200 , 4100,3700 ,3300 , 4300,3800 ,3300 , 4500,3900 ,3400 , 4600,4000 ,3400 , 4700,4100 ,3500 , 4800
Haiti,57 000 ,43 000 , 78 000,63 000 ,50 000 , 84 000,68 000 ,54 000 , 86 000,70 000 ,58 000 , 87 000,72 000 ,60 000 , 87 000,72 000 ,61 000 , 87 000,72 000 ,61 000 , 87 000,70 000 ,60 000 , 85 000,69 000 ,59 000 , 83 000,67 000 ,57 000 , 81 000,65 000 ,55 000 , 79 000,62 000 ,54 000 , 76 000,60 000 ,52 000 , 73 000,58 000 ,50 000 , 70 000,56 000 ,48 000 , 67 000,54 000 ,47 000 , 65 000,53 000 ,46 000 , 63 000,53 000 ,46 000 , 62 000,53 000 ,47 000 , 62 000,54 000 ,48 000 , 63 000,55 000 ,49 000 , 64 000,56 000 ,50 000 , 64 000,56 000 ,51 000 , 64 000,57 000 ,52 000 , 65 000,58 000 ,53 000 , 67 000,59 000 ,54 000 , 68 000,60 000 ,54 000 , 69 000,61 000 ,55 000 , 71 000,62 000 ,56 000 , 72 000
Honduras,21 000 ,14 000 , 31 000,24 000 ,16 000 , 34 000,26 000 ,19 000 , 36 000,28 000 ,21 000 , 38 000,29 000 ,22 000 , 38 000,30 000 ,23 000 , 38 000,30 000 ,24 000 , 37 000,30 000 ,24 000 , 37 000,29 000 ,24 000 , 35 000,28 000 ,22 000 , 34 000,26 000 ,22 000 , 32 000,25 000 ,20 000 , 31 000,23 000 ,18 000 , 29 000,22 000 ,17 000 , 27 000,20 000 ,16 000 , 25 000,19 000 ,15 000 , 24 000,18 000 ,14 000 , 23 000,18 000 ,13 000 , 22 000,17 000 ,13 000 , 21 000,16 000 ,13 000 , 20 000,16 000 ,12 000 , 19 000,15 000 ,12 000 , 19 000,15 000 ,12 000 , 18 000,14 000 ,11 000 , 18 000,14 000 ,11 000 , 17 000,14 000 ,11 000 , 17 000,13 000 ,11 000 , 17 000,13 000 ,11 000 , 17 000,13 000 ,10 000 , 17 000
Hungary,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1200,1200 ,1000 , 1400,1400 ,1200 , 1500,1500 ,1300 , 1700,1700 ,1500 , 1900,1900 ,1600 , 2100,2100 ,1800 , 2400,2300 ,1900 , 2600,2400 ,2100 , 2800,2600 ,2200 , 3000,2800 ,2400 , 3200,2900 ,2500 , 3300,3100 ,2600 , 3500
Iceland,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,<500 ,<500 , <500,<1000 ,<1000 , <1000,1100 ,1000 , 1300,2400 ,2200 , 2600,4700 ,4300 , 5200,8800 ,8000 , 9700,15 000 ,14 000 , 17 000,25 000 ,22 000 , 27 000,36 000 ,32 000 , 39 000,48 000 ,43 000 , 53 000,65 000 ,58 000 , 72 000,87 000 ,78 000 , 96 000,120 000 ,100 000 , 130 000,150 000 ,140 000 , 170 000,190 000 ,170 000 , 210 000,220 000 ,200 000 , 250 000,250 000 ,220 000 , 280 000,280 000 ,250 000 , 320 000,300 000 ,270 000 , 350 000,330 000 ,290 000 , 370 000,350 000 ,300 000 , 400 000,360 000 ,310 000 , 420 000,370 000 ,320 000 , 440 000,380 000 ,330 000 , 450 000,390 000 ,330 000 , 460 000,390 000 ,340 000 , 470 000,390 000 ,340 000 , 470 000,400 000 ,340 000 , 480 000,400 000 ,350 000 , 480 000
Iran (Islamic Republic of),<1000 ,<500 , 4000,<1000 ,<500 , 4700,<1000 ,<500 , 4900,1100 ,<500 , 5400,1400 ,<1000 , 6000,1800 ,<1000 , 6700,2600 ,1100 , 8000,3900 ,1600 , 12 000,5600 ,2500 , 16 000,7900 ,3600 , 19 000,11 000 ,5300 , 23 000,15 000 ,7200 , 26 000,18 000 ,9800 , 29 000,22 000 ,13 000 , 34 000,25 000 ,16 000 , 39 000,29 000 ,19 000 , 41 000,31 000 ,22 000 , 44 000,34 000 ,24 000 , 46 000,36 000 ,26 000 , 49 000,37 000 ,28 000 , 51 000,38 000 ,28 000 , 53 000,39 000 ,28 000 , 57 000,40 000 ,29 000 , 58 000,41 000 ,28 000 , 63 000,42 000 ,27 000 , 68 000,43 000 ,26 000 , 74 000,43 000 ,26 000 , 77 000,44 000 ,25 000 , 81 000,45 000 ,24 000 , 86 000
Ireland,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1200,1100 ,<1000 , 1300,1200 ,1000 , 1400,1300 ,1100 , 1600,1500 ,1300 , 1800,1700 ,1400 , 1900,1800 ,1600 , 2100,2000 ,1700 , 2400,2200 ,1900 , 2600,2400 ,2100 , 2800,2600 ,2200 , 3100,2900 ,2400 , 3300,3100 ,2600 , 3600,3300 ,2800 , 3900,3500 ,3000 , 4100,3700 ,3200 , 4400,4000 ,3400 , 4600,4200 ,3600 , 4900,4500 ,3800 , 5200,4700 ,4000 , 5500
Israel,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1200,1100 ,<1000 , 1300,1300 ,1100 , 1500,1500 ,1200 , 1700,1600 ,1400 , 1900,1800 ,1600 , 2100,2000 ,1700 , 2300,2200 ,1900 , 2600,2400 ,2100 , 2800,2600 ,2300 , 3000,2900 ,2500 , 3300,3100 ,2700 , 3500,3400 ,2900 , 3800,3600 ,3200 , 4200,3900 ,3400 , 4500,4200 ,3600 , 4800,4500 ,3900 , 5200,4800 ,4100 , 5500,5100 ,4400 , 5800,5300 ,4600 , 6100,5600 ,4900 , 6400,5900 ,5100 , 6800,6200 ,5300 , 7100,6500 ,5600 , 7400,6700 ,5800 , 7700
Italy,38 000 ,31 000 , 45 000,39 000 ,32 000 , 47 000,40 000 ,32 000 , 48 000,40 000 ,33 000 , 49 000,41 000 ,33 000 , 49 000,41 000 ,33 000 , 50 000,41 000 ,34 000 , 50 000,42 000 ,34 000 , 51 000,44 000 ,36 000 , 53 000,46 000 ,37 000 , 55 000,49 000 ,40 000 , 58 000,51 000 ,42 000 , 61 000,54 000 ,44 000 , 64 000,57 000 ,47 000 , 67 000,60 000 ,50 000 , 71 000,63 000 ,52 000 , 74 000,66 000 ,54 000 , 77 000,68 000 ,57 000 , 79 000,70 000 ,59 000 , 83 000,73 000 ,61 000 , 86 000,75 000 ,62 000 , 88 000,78 000 ,64 000 , 91 000,80 000 ,66 000 , 93 000,82 000 ,67 000 , 96 000,84 000 ,69 000 , 98 000,86 000 ,70 000 , 100 000,87 000 ,71 000 , 100 000,89 000 ,72 000 , 100 000,90 000 ,74 000 , 110 000
Jamaica,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Japan,<1000 ,<1000 , 1100,1100 ,<1000 , 1400,1400 ,1100 , 1700,1700 ,1300 , 2000,2000 ,1600 , 2400,2400 ,1900 , 2800,2800 ,2200 , 3300,3300 ,2600 , 3900,3900 ,3100 , 4600,4500 ,3600 , 5300,5200 ,4100 , 6200,6000 ,4800 , 7100,6900 ,5500 , 8200,7900 ,6300 , 9300,9000 ,7200 , 11 000,10 000 ,8100 , 12 000,11 000 ,9000 , 13 000,13 000 ,10 000 , 15 000,14 000 ,11 000 , 17 000,16 000 ,13 000 , 18 000,17 000 ,14 000 , 20 000,18 000 ,15 000 , 22 000,20 000 ,16 000 , 23 000,21 000 ,18 000 , 25 000,23 000 ,19 000 , 26 000,24 000 ,20 000 , 28 000,25 000 ,21 000 , 29 000,26 000 ,22 000 , 30 000,27 000 ,23 000 , 31 000
Jordan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Kazakhstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1300 ,1200 , 1400,1600 ,1500 , 1700,2100 ,2000 , 2200,2600 ,2500 , 2800,3300 ,3100 , 3500,4100 ,3800 , 4300,5000 ,4600 , 5300,5900 ,5500 , 6300,6900 ,6400 , 7400,8000 ,7400 , 8500,9100 ,8400 , 9700,10 000 ,9400 , 11 000,11 000 ,11 000 , 12 000,13 000 ,12 000 , 13 000,14 000 ,13 000 , 15 000,15 000 ,14 000 , 16 000,16 000 ,15 000 , 17 000
Kenya,260 000 ,220 000 , 320 000,340 000 ,290 000 , 410 000,410 000 ,350 000 , 490 000,470 000 ,400 000 , 570 000,530 000 ,450 000 , 640 000,560 000 ,480 000 , 680 000,590 000 ,500 000 , 710 000,600 000 ,510 000 , 730 000,600 000 ,510 000 , 730 000,590 000 ,510 000 , 720 000,580 000 ,490 000 , 700 000,570 000 ,480 000 , 680 000,550 000 ,460 000 , 660 000,530 000 ,450 000 , 640 000,510 000 ,430 000 , 610 000,490 000 ,420 000 , 600 000,480 000 ,410 000 , 590 000,480 000 ,410 000 , 580 000,480 000 ,410 000 , 580 000,480 000 ,410 000 , 590 000,490 000 ,410 000 , 590 000,490 000 ,420 000 , 600 000,500 000 ,420 000 , 600 000,510 000 ,430 000 , 610 000,510 000 ,430 000 , 620 000,520 000 ,440 000 , 620 000,520 000 ,440 000 , 630 000,530 000 ,450 000 , 640 000,530 000 ,450 000 , 640 000
Kuwait,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Kyrgyzstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1200 ,1000 , 1600,1500 ,1200 , 1900,1700 ,1400 , 2200,2100 ,1700 , 2800,2700 ,2200 , 3700,3300 ,2600 , 4500,3800 ,3000 , 5200,4300 ,3300 , 5700,4600 ,3600 , 6300,4900 ,3800 , 6700,5100 ,3900 , 7100,5300 ,4000 , 7200,5400 ,4100 , 7500
Lao People's Democratic Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,1300 ,1200 , 1500,1800 ,1600 , 2000,2300 ,2100 , 2600,2800 ,2500 , 3100,3200 ,2900 , 3600,3700 ,3300 , 4100,4000 ,3600 , 4600,4400 ,3900 , 5000,4700 ,4200 , 5400,5000 ,4400 , 5700,5200 ,4600 , 6000,5400 ,4700 , 6200,5500 ,4800 , 6400,5700 ,4900 , 6600,5800 ,5100 , 6700,5900 ,5200 , 6900,6000 ,5300 , 7000,6100 ,5400 , 7100,6300 ,5500 , 7300
Latvia,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1000 ,<1000 , 1100,1500 ,1400 , 1600,1600 ,1500 , 1800,1800 ,1700 , 1900,1900 ,1700 , 2100,2000 ,1800 , 2200,2100 ,1900 , 2400,2200 ,2000 , 2500,2300 ,2100 , 2600,2400 ,2100 , 2800,2600 ,2200 , 2900,2700 ,2300 , 3000,2800 ,2400 , 3100,2900 ,2500 , 3200,3000 ,2600 , 3300,3100 ,2700 , 3400,3100 ,2800 , 3500,3200 ,2800 , 3600,3300 ,2900 , 3700,3500 ,3100 , 3900,3700 ,3300 , 4100
Lebanon,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1200,1100 ,<1000 , 1200,1100 ,<1000 , 1300,1200 ,1000 , 1300,1200 ,1100 , 1400,1300 ,1200 , 1500,1500 ,1300 , 1600,1600 ,1400 , 1800,1700 ,1500 , 1900,1800 ,1600 , 2100,1900 ,1700 , 2200,2000 ,1800 , 2300,2100 ,1800 , 2300
Lesotho,14 000 ,10 000 , 19 000,19 000 ,15 000 , 26 000,27 000 ,22 000 , 34 000,36 000 ,30 000 , 46 000,46 000 ,40 000 , 57 000,58 000 ,50 000 , 71 000,69 000 ,61 000 , 82 000,80 000 ,71 000 , 92 000,89 000 ,80 000 , 100 000,96 000 ,88 000 , 110 000,100 000 ,93 000 , 110 000,110 000 ,98 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 130 000,110 000 ,110 000 , 130 000,120 000 ,110 000 , 130 000,120 000 ,110 000 , 130 000,120 000 ,110 000 , 140 000,130 000 ,120 000 , 140 000,130 000 ,120 000 , 140 000,130 000 ,120 000 , 140 000,130 000 ,120 000 , 140 000,130 000 ,120 000 , 150 000,130 000 ,120 000 , 150 000
Liberia,6200 ,5800 , 6900,7900 ,7400 , 8800,9000 ,8400 , 9900,9900 ,9200 , 11 000,11 000 ,9900 , 12 000,11 000 ,11 000 , 13 000,12 000 ,11 000 , 13 000,13 000 ,12 000 , 14 000,14 000 ,13 000 , 16 000,15 000 ,14 000 , 16 000,16 000 ,14 000 , 17 000,16 000 ,14 000 , 17 000,16 000 ,14 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,15 000 ,13 000 , 16 000,15 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,12 000 , 15 000
Libya,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1100 ,1000 , 1200,1400 ,1300 , 1500,1700 ,1500 , 1800,2100 ,1900 , 2200,2500 ,2300 , 2700,2900 ,2600 , 3100,3300 ,3100 , 3600,3800 ,3500 , 4100,4200 ,3900 , 4600,4600 ,4200 , 5000,4900 ,4500 , 5400,5200 ,4700 , 5700,5400 ,4900 , 6000,5600 ,5000 , 6300,5900 ,5200 , 6500,6100 ,5400 , 6800,6300 ,5600 , 7000
Lithuania,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Luxembourg,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
